t_5min,n,dev1intsolirr_avg
2012-05-19 16:40:00-10,28,120.25
2012-05-19 16:45:00-10,27,116.037037037037
2012-05-19 16:50:00-10,28,95.2142857142857
2012-05-19 16:55:00-10,28,76.5714285714286
2012-05-19 17:00:00-10,28,64.2857142857143
2012-05-19 17:05:00-10,28,52.2857142857143
2012-05-19 17:10:00-10,28,47.75
2012-05-19 17:15:00-10,28,43.4642857142857
2012-05-19 17:20:00-10,28,40.6071428571429
2012-05-19 17:25:00-10,28,32.9285714285714
2012-05-19 17:30:00-10,29,29.3103448275862
2012-05-19 17:35:00-10,27,24.0740740740741
2012-05-19 17:40:00-10,28,18.7857142857143
2012-05-19 17:45:00-10,28,14.1785714285714
2012-05-19 17:50:00-10,28,7.25
2012-05-19 17:55:00-10,28,3.89285714285714
2012-05-19 18:00:00-10,11,2.54545454545455
2012-05-20 06:00:00-10,17,45.4705882352941
2012-05-20 06:05:00-10,27,84.7407407407407
2012-05-20 06:10:00-10,27,118.666666666667
2012-05-20 06:15:00-10,29,132.655172413793
2012-05-20 06:20:00-10,28,149.535714285714
2012-05-20 06:25:00-10,27,162.62962962963
2012-05-20 06:30:00-10,28,185.285714285714
2012-05-20 06:35:00-10,27,195.148148148148
2012-05-20 06:40:00-10,28,202.75
2012-05-20 06:45:00-10,27,206.814814814815
2012-05-20 06:50:00-10,28,250.892857142857
2012-05-20 06:55:00-10,28,285.928571428571
2012-05-20 07:00:00-10,28,308.142857142857
2012-05-20 07:05:00-10,27,327.407407407407
2012-05-20 07:10:00-10,27,347.333333333333
2012-05-20 07:15:00-10,28,369.964285714286
2012-05-20 07:20:00-10,28,394.821428571429
2012-05-20 07:25:00-10,27,425.444444444444
2012-05-20 07:30:00-10,27,451.851851851852
2012-05-20 07:35:00-10,28,387.357142857143
2012-05-20 07:40:00-10,29,526.310344827586
2012-05-20 07:45:00-10,28,491.928571428571
2012-05-20 07:50:00-10,29,527.896551724138
2012-05-20 07:55:00-10,27,484.851851851852
2012-05-20 08:00:00-10,28,495.714285714286
2012-05-20 08:05:00-10,28,460.821428571429
2012-05-20 08:10:00-10,27,543.666666666667
2012-05-20 08:15:00-10,29,393.206896551724
2012-05-20 08:20:00-10,29,335.034482758621
2012-05-20 08:25:00-10,27,401.814814814815
2012-05-20 08:30:00-10,29,448.551724137931
2012-05-20 08:35:00-10,27,650.851851851852
2012-05-20 08:40:00-10,27,698.148148148148
2012-05-20 08:45:00-10,28,696.642857142857
2012-05-20 08:50:00-10,28,704
2012-05-20 08:55:00-10,28,712.714285714286
2012-05-20 09:00:00-10,26,727.076923076923
2012-05-20 09:05:00-10,28,734.357142857143
2012-05-20 09:10:00-10,28,746.035714285714
2012-05-20 09:15:00-10,28,759.178571428571
2012-05-20 09:20:00-10,28,767.285714285714
2012-05-20 09:25:00-10,28,775.107142857143
2012-05-20 09:30:00-10,28,789.892857142857
2012-05-20 09:35:00-10,27,804.407407407407
2012-05-20 09:40:00-10,28,821.035714285714
2012-05-20 09:45:00-10,28,832.071428571429
2012-05-20 09:50:00-10,27,828.185185185185
2012-05-20 09:55:00-10,28,835.571428571429
2012-05-20 10:00:00-10,28,841.428571428571
2012-05-20 10:05:00-10,27,834.777777777778
2012-05-20 10:10:00-10,27,860.111111111111
2012-05-20 10:15:00-10,28,859.178571428571
2012-05-20 10:20:00-10,28,864.535714285714
2012-05-20 10:25:00-10,28,869.75
2012-05-20 10:30:00-10,27,875.740740740741
2012-05-20 10:35:00-10,29,878.724137931035
2012-05-20 10:40:00-10,27,881.851851851852
2012-05-20 10:45:00-10,29,888.068965517241
2012-05-20 10:50:00-10,27,896.481481481482
2012-05-20 10:55:00-10,28,899.571428571429
2012-05-20 11:00:00-10,28,896.714285714286
2012-05-20 11:05:00-10,28,901.214285714286
2012-05-20 11:10:00-10,28,898.5
2012-05-20 11:15:00-10,28,914.285714285714
2012-05-20 11:20:00-10,27,912.074074074074
2012-05-20 11:25:00-10,28,918.964285714286
2012-05-20 11:30:00-10,28,839.214285714286
2012-05-20 11:35:00-10,27,925.851851851852
2012-05-20 11:40:00-10,28,852.785714285714
2012-05-20 11:45:00-10,27,819.925925925926
2012-05-20 11:50:00-10,29,796.965517241379
2012-05-20 11:55:00-10,27,904.518518518518
2012-05-20 12:00:00-10,29,932.068965517241
2012-05-20 12:05:00-10,27,958.925925925926
2012-05-20 12:10:00-10,28,854.892857142857
2012-05-20 12:15:00-10,27,794.222222222222
2012-05-20 12:20:00-10,28,751.25
2012-05-20 12:25:00-10,28,731.428571428571
2012-05-20 12:30:00-10,28,857.571428571429
2012-05-20 12:35:00-10,28,786.035714285714
2012-05-20 12:40:00-10,27,728.074074074074
2012-05-20 12:45:00-10,28,758.464285714286
2012-05-20 12:50:00-10,28,905.821428571429
2012-05-20 12:55:00-10,28,624.857142857143
2012-05-20 13:00:00-10,28,533.464285714286
2012-05-20 13:05:00-10,27,724.62962962963
2012-05-20 13:10:00-10,28,844.178571428571
2012-05-20 13:15:00-10,28,607.5
2012-05-20 13:20:00-10,26,566.961538461538
2012-05-20 13:25:00-10,28,519.142857142857
2012-05-20 13:30:00-10,27,543.740740740741
2012-05-20 13:35:00-10,29,360.344827586207
2012-05-20 13:40:00-10,28,364.428571428571
2012-05-20 13:45:00-10,27,656.444444444444
2012-05-20 13:50:00-10,28,662.535714285714
2012-05-20 13:55:00-10,26,645.269230769231
2012-05-20 14:00:00-10,28,613.892857142857
2012-05-20 14:05:00-10,27,594.333333333333
2012-05-20 14:10:00-10,28,582.535714285714
2012-05-20 14:15:00-10,27,578.111111111111
2012-05-20 14:20:00-10,27,552.703703703704
2012-05-20 14:25:00-10,28,534.107142857143
2012-05-20 14:30:00-10,28,522.928571428571
2012-05-20 14:35:00-10,28,509.642857142857
2012-05-20 14:40:00-10,27,498.740740740741
2012-05-20 14:45:00-10,29,488.068965517241
2012-05-20 14:50:00-10,27,474.37037037037
2012-05-20 14:55:00-10,28,458.178571428571
2012-05-20 15:00:00-10,28,442.285714285714
2012-05-20 15:05:00-10,27,422.962962962963
2012-05-20 15:10:00-10,29,403.862068965517
2012-05-20 15:15:00-10,27,383.814814814815
2012-05-20 15:20:00-10,28,365.5
2012-05-20 15:25:00-10,27,345.481481481481
2012-05-20 15:30:00-10,28,325.035714285714
2012-05-20 15:35:00-10,27,305.37037037037
2012-05-20 15:40:00-10,28,286.75
2012-05-20 15:45:00-10,27,268.333333333333
2012-05-20 15:50:00-10,28,253.071428571429
2012-05-20 15:55:00-10,28,236.535714285714
2012-05-20 16:00:00-10,28,240.75
2012-05-20 16:05:00-10,28,200.535714285714
2012-05-20 16:10:00-10,27,141.962962962963
2012-05-20 16:15:00-10,28,92.8571428571429
2012-05-20 16:20:00-10,28,137.5
2012-05-20 16:25:00-10,28,122.714285714286
2012-05-20 16:30:00-10,28,88.5714285714286
2012-05-20 16:35:00-10,28,67.3928571428571
2012-05-20 16:40:00-10,28,57.0714285714286
2012-05-20 16:45:00-10,28,74.7142857142857
2012-05-20 16:50:00-10,27,84.3703703703704
2012-05-20 16:55:00-10,28,81.2857142857143
2012-05-20 17:00:00-10,28,57.6785714285714
2012-05-20 17:05:00-10,27,53.4444444444444
2012-05-20 17:10:00-10,29,46.6551724137931
2012-05-20 17:15:00-10,27,43.8888888888889
2012-05-20 17:20:00-10,28,32.4285714285714
2012-05-20 17:25:00-10,27,26
2012-05-20 17:30:00-10,28,20.25
2012-05-20 17:35:00-10,27,16.8518518518519
2012-05-20 17:40:00-10,28,13.9285714285714
2012-05-20 17:45:00-10,27,10.3333333333333
2012-05-20 17:50:00-10,28,7.07142857142857
2012-05-20 17:55:00-10,28,4.5
2012-05-20 18:00:00-10,11,3
2012-05-21 06:00:00-10,18,70.8888888888889
2012-05-21 06:05:00-10,27,79.4814814814815
2012-05-21 06:10:00-10,28,61.8214285714286
2012-05-21 06:15:00-10,28,114.071428571429
2012-05-21 06:20:00-10,28,77.9285714285714
2012-05-21 06:25:00-10,26,94.3076923076923
2012-05-21 06:30:00-10,29,110.896551724138
2012-05-21 06:35:00-10,27,192.111111111111
2012-05-21 06:40:00-10,27,132.481481481481
2012-05-21 06:45:00-10,28,99.4642857142857
2012-05-21 06:50:00-10,27,116.666666666667
2012-05-21 06:55:00-10,28,187.035714285714
2012-05-21 07:00:00-10,28,219.607142857143
2012-05-21 07:05:00-10,27,164.925925925926
2012-05-21 07:10:00-10,28,265.892857142857
2012-05-21 07:15:00-10,28,276.892857142857
2012-05-21 07:20:00-10,28,371.107142857143
2012-05-21 07:25:00-10,27,384
2012-05-21 07:30:00-10,27,230.925925925926
2012-05-21 07:35:00-10,28,188.5
2012-05-21 07:40:00-10,28,397.25
2012-05-21 07:45:00-10,28,483.714285714286
2012-05-21 07:50:00-10,27,441.037037037037
2012-05-21 07:55:00-10,28,439.035714285714
2012-05-21 08:00:00-10,28,407.214285714286
2012-05-21 08:05:00-10,28,497.642857142857
2012-05-21 08:10:00-10,28,521.321428571429
2012-05-21 08:15:00-10,28,439.892857142857
2012-05-21 08:20:00-10,28,591.785714285714
2012-05-21 08:25:00-10,27,540.851851851852
2012-05-21 08:30:00-10,28,387.392857142857
2012-05-21 08:35:00-10,29,385.344827586207
2012-05-21 08:40:00-10,27,450.62962962963
2012-05-21 08:45:00-10,28,575.035714285714
2012-05-21 08:50:00-10,28,420.642857142857
2012-05-21 08:55:00-10,28,634.964285714286
2012-05-21 09:00:00-10,27,611.555555555556
2012-05-21 09:05:00-10,28,593.714285714286
2012-05-21 09:10:00-10,27,861
2012-05-21 09:15:00-10,28,414.214285714286
2012-05-21 09:20:00-10,27,682.074074074074
2012-05-21 09:25:00-10,28,783.178571428571
2012-05-21 09:30:00-10,28,703.678571428571
2012-05-21 09:35:00-10,27,812.148148148148
2012-05-21 09:40:00-10,28,816.25
2012-05-21 09:45:00-10,28,834.678571428571
2012-05-21 09:50:00-10,26,850.730769230769
2012-05-21 09:55:00-10,27,837.148148148148
2012-05-21 10:00:00-10,28,767.178571428571
2012-05-21 10:05:00-10,28,880.428571428571
2012-05-21 10:10:00-10,27,892.814814814815
2012-05-21 10:15:00-10,28,863.678571428571
2012-05-21 10:20:00-10,28,888.678571428571
2012-05-21 10:25:00-10,28,887.75
2012-05-21 10:30:00-10,28,916.392857142857
2012-05-21 10:35:00-10,27,891.814814814815
2012-05-21 10:40:00-10,27,882.592592592593
2012-05-21 10:45:00-10,27,913.37037037037
2012-05-21 10:50:00-10,28,899.285714285714
2012-05-21 10:55:00-10,27,905
2012-05-21 11:00:00-10,28,902.857142857143
2012-05-21 11:05:00-10,27,908.444444444444
2012-05-21 11:10:00-10,28,907.5
2012-05-21 11:15:00-10,29,919.827586206897
2012-05-21 11:20:00-10,27,889.074074074074
2012-05-21 11:25:00-10,28,922.321428571429
2012-05-21 11:30:00-10,26,928.807692307692
2012-05-21 11:35:00-10,28,918.321428571429
2012-05-21 11:40:00-10,28,916.142857142857
2012-05-21 11:45:00-10,28,928.321428571429
2012-05-21 11:50:00-10,28,923.464285714286
2012-05-21 11:55:00-10,27,898
2012-05-21 12:00:00-10,28,904.142857142857
2012-05-21 12:05:00-10,29,883.758620689655
2012-05-21 12:10:00-10,27,875.925925925926
2012-05-21 12:15:00-10,28,867.392857142857
2012-05-21 12:20:00-10,27,870.518518518518
2012-05-21 12:25:00-10,27,862.851851851852
2012-05-21 12:30:00-10,27,848.703703703704
2012-05-21 12:35:00-10,28,863.071428571429
2012-05-21 12:40:00-10,27,871.481481481482
2012-05-21 12:45:00-10,28,866.285714285714
2012-05-21 12:50:00-10,28,880.071428571429
2012-05-21 12:55:00-10,27,812.555555555556
2012-05-21 13:00:00-10,28,717.285714285714
2012-05-21 13:05:00-10,28,821.142857142857
2012-05-21 13:10:00-10,27,790
2012-05-21 13:15:00-10,28,782.321428571429
2012-05-21 13:20:00-10,28,766.392857142857
2012-05-21 13:25:00-10,28,734.178571428571
2012-05-21 13:30:00-10,28,722.071428571429
2012-05-21 13:35:00-10,28,712.285714285714
2012-05-21 13:40:00-10,27,698.074074074074
2012-05-21 13:45:00-10,28,677.5
2012-05-21 13:50:00-10,27,662.333333333333
2012-05-21 13:55:00-10,28,651.214285714286
2012-05-21 14:00:00-10,27,642.851851851852
2012-05-21 14:05:00-10,28,627.428571428571
2012-05-21 14:10:00-10,28,609.464285714286
2012-05-21 14:15:00-10,28,592.785714285714
2012-05-21 14:20:00-10,27,578.666666666667
2012-05-21 14:25:00-10,28,510.428571428571
2012-05-21 14:30:00-10,27,489.925925925926
2012-05-21 14:35:00-10,27,529.407407407407
2012-05-21 14:40:00-10,28,517.25
2012-05-21 14:45:00-10,28,496.928571428571
2012-05-21 14:50:00-10,27,490.518518518519
2012-05-21 14:55:00-10,27,472.111111111111
2012-05-21 15:00:00-10,28,445.535714285714
2012-05-21 15:05:00-10,28,427.357142857143
2012-05-21 15:10:00-10,28,412.428571428571
2012-05-21 15:15:00-10,27,392.222222222222
2012-05-21 15:20:00-10,27,370.62962962963
2012-05-21 15:25:00-10,28,365.892857142857
2012-05-21 15:30:00-10,28,334.75
2012-05-21 15:35:00-10,28,322.035714285714
2012-05-21 15:40:00-10,27,324.925925925926
2012-05-21 15:45:00-10,27,302.407407407407
2012-05-21 15:50:00-10,27,284.37037037037
2012-05-21 15:55:00-10,27,273.148148148148
2012-05-21 16:00:00-10,29,263.413793103448
2012-05-21 16:05:00-10,27,238.444444444444
2012-05-21 16:10:00-10,26,227.807692307692
2012-05-21 16:15:00-10,28,195.857142857143
2012-05-21 16:20:00-10,28,177.75
2012-05-21 16:25:00-10,28,119.25
2012-05-21 16:30:00-10,27,140.111111111111
2012-05-21 16:35:00-10,29,136.655172413793
2012-05-21 16:40:00-10,27,119.296296296296
2012-05-21 16:45:00-10,28,102.107142857143
2012-05-21 16:50:00-10,28,94.5357142857143
2012-05-21 16:55:00-10,29,90.7241379310345
2012-05-21 17:00:00-10,28,88.1428571428571
2012-05-21 17:05:00-10,28,76
2012-05-21 17:10:00-10,27,66.0740740740741
2012-05-21 17:15:00-10,28,53.8928571428571
2012-05-21 17:20:00-10,28,49.25
2012-05-21 17:25:00-10,27,41.8888888888889
2012-05-21 17:30:00-10,28,34.0714285714286
2012-05-21 17:35:00-10,28,23.7142857142857
2012-05-21 17:40:00-10,28,17.1428571428571
2012-05-21 17:45:00-10,28,11.25
2012-05-21 17:50:00-10,28,6.53571428571429
2012-05-21 17:55:00-10,27,3.96296296296296
2012-05-21 18:00:00-10,11,2.72727272727273
2012-05-22 06:00:00-10,17,112.411764705882
2012-05-22 06:05:00-10,27,89.8888888888889
2012-05-22 06:10:00-10,28,116.357142857143
2012-05-22 06:15:00-10,28,124.607142857143
2012-05-22 06:20:00-10,27,115.037037037037
2012-05-22 06:25:00-10,28,181.25
2012-05-22 06:30:00-10,27,169.814814814815
2012-05-22 06:35:00-10,28,163.107142857143
2012-05-22 06:40:00-10,27,231.111111111111
2012-05-22 06:45:00-10,28,146.071428571429
2012-05-22 06:50:00-10,27,253.481481481481
2012-05-22 06:55:00-10,28,193.392857142857
2012-05-22 07:00:00-10,28,207.821428571429
2012-05-22 07:05:00-10,28,152.821428571429
2012-05-22 07:10:00-10,28,303.964285714286
2012-05-22 07:15:00-10,28,322.321428571429
2012-05-22 07:20:00-10,28,279.642857142857
2012-05-22 07:25:00-10,27,312.592592592593
2012-05-22 07:30:00-10,28,278.107142857143
2012-05-22 07:35:00-10,27,281.111111111111
2012-05-22 07:40:00-10,27,349.777777777778
2012-05-22 07:45:00-10,28,411.607142857143
2012-05-22 07:50:00-10,28,472.392857142857
2012-05-22 07:55:00-10,28,374
2012-05-22 08:00:00-10,28,372.857142857143
2012-05-22 08:05:00-10,28,498.964285714286
2012-05-22 08:10:00-10,27,467.703703703704
2012-05-22 08:15:00-10,28,428.321428571429
2012-05-22 08:20:00-10,27,485.518518518519
2012-05-22 08:25:00-10,28,599.964285714286
2012-05-22 08:30:00-10,28,599.964285714286
2012-05-22 08:35:00-10,28,627.464285714286
2012-05-22 08:40:00-10,27,641.074074074074
2012-05-22 08:45:00-10,28,656.464285714286
2012-05-22 08:50:00-10,27,673.814814814815
2012-05-22 08:55:00-10,28,643.428571428571
2012-05-22 09:00:00-10,28,697.428571428571
2012-05-22 09:05:00-10,28,608.642857142857
2012-05-22 09:10:00-10,27,619.555555555556
2012-05-22 09:15:00-10,28,763.392857142857
2012-05-22 09:20:00-10,28,719.25
2012-05-22 09:25:00-10,27,633.851851851852
2012-05-22 09:30:00-10,27,746.518518518518
2012-05-22 09:35:00-10,28,367.75
2012-05-22 09:40:00-10,28,319.071428571429
2012-05-22 09:45:00-10,28,315.25
2012-05-22 09:50:00-10,28,863.642857142857
2012-05-22 09:55:00-10,27,832.259259259259
2012-05-22 10:00:00-10,28,837.178571428571
2012-05-22 10:05:00-10,28,622.5
2012-05-22 10:10:00-10,29,689.448275862069
2012-05-22 10:15:00-10,27,507.666666666667
2012-05-22 10:20:00-10,28,886.785714285714
2012-05-22 10:25:00-10,28,885.321428571429
2012-05-22 10:30:00-10,27,879.037037037037
2012-05-22 10:35:00-10,27,890.592592592593
2012-05-22 10:40:00-10,27,800.925925925926
2012-05-22 10:45:00-10,27,901.333333333333
2012-05-22 10:50:00-10,27,898.296296296296
2012-05-22 10:55:00-10,28,784.25
2012-05-22 11:00:00-10,29,907.793103448276
2012-05-22 11:05:00-10,27,885.666666666667
2012-05-22 11:10:00-10,27,899.740740740741
2012-05-22 11:15:00-10,27,833.074074074074
2012-05-22 11:20:00-10,28,843.357142857143
2012-05-22 11:25:00-10,27,882.333333333333
2012-05-22 11:30:00-10,27,887.037037037037
2012-05-22 11:35:00-10,29,895.827586206897
2012-05-22 11:40:00-10,28,886.892857142857
2012-05-22 11:45:00-10,27,876
2012-05-22 11:50:00-10,28,874.857142857143
2012-05-22 11:55:00-10,27,871.962962962963
2012-05-22 12:00:00-10,28,865.357142857143
2012-05-22 12:05:00-10,28,866.285714285714
2012-05-22 12:10:00-10,28,858.071428571429
2012-05-22 12:15:00-10,27,850.407407407407
2012-05-22 12:20:00-10,28,848.571428571429
2012-05-22 12:25:00-10,27,835.444444444444
2012-05-22 12:30:00-10,27,827.518518518518
2012-05-22 12:35:00-10,28,819.392857142857
2012-05-22 12:40:00-10,28,811.321428571429
2012-05-22 12:45:00-10,27,802.333333333333
2012-05-22 12:50:00-10,28,797.035714285714
2012-05-22 12:55:00-10,29,787.51724137931
2012-05-22 13:00:00-10,28,780.392857142857
2012-05-22 13:05:00-10,28,772.964285714286
2012-05-22 13:10:00-10,28,765.357142857143
2012-05-22 13:15:00-10,27,757.333333333333
2012-05-22 13:20:00-10,28,746.607142857143
2012-05-22 13:25:00-10,27,734.481481481482
2012-05-22 13:30:00-10,29,713.206896551724
2012-05-22 13:35:00-10,28,710.285714285714
2012-05-22 13:40:00-10,27,697.518518518518
2012-05-22 13:45:00-10,28,684.107142857143
2012-05-22 13:50:00-10,27,655.037037037037
2012-05-22 13:55:00-10,27,644.62962962963
2012-05-22 14:00:00-10,28,606.571428571429
2012-05-22 14:05:00-10,28,593.928571428571
2012-05-22 14:10:00-10,27,594.814814814815
2012-05-22 14:15:00-10,27,585.962962962963
2012-05-22 14:20:00-10,28,540.607142857143
2012-05-22 14:25:00-10,28,541.678571428571
2012-05-22 14:30:00-10,27,531.962962962963
2012-05-22 14:35:00-10,28,514.821428571429
2012-05-22 14:40:00-10,28,500.321428571429
2012-05-22 14:45:00-10,28,485.321428571429
2012-05-22 14:50:00-10,27,469.296296296296
2012-05-22 14:55:00-10,28,451
2012-05-22 15:00:00-10,28,431.071428571429
2012-05-22 15:05:00-10,27,413.222222222222
2012-05-22 15:10:00-10,28,401.607142857143
2012-05-22 15:15:00-10,29,364.827586206897
2012-05-22 15:20:00-10,27,307.925925925926
2012-05-22 15:25:00-10,27,340.185185185185
2012-05-22 15:30:00-10,28,362.107142857143
2012-05-22 15:35:00-10,28,294.035714285714
2012-05-22 15:40:00-10,28,292.178571428571
2012-05-22 15:45:00-10,26,269.653846153846
2012-05-22 15:50:00-10,29,249.896551724138
2012-05-22 15:55:00-10,28,229.392857142857
2012-05-22 16:00:00-10,27,205.333333333333
2012-05-22 16:05:00-10,28,193.607142857143
2012-05-22 16:10:00-10,27,174.851851851852
2012-05-22 16:15:00-10,29,160.068965517241
2012-05-22 16:20:00-10,28,154.607142857143
2012-05-22 16:25:00-10,28,141.107142857143
2012-05-22 16:30:00-10,27,100.37037037037
2012-05-22 16:35:00-10,28,107.321428571429
2012-05-22 16:40:00-10,28,77.6785714285714
2012-05-22 16:45:00-10,27,74.5925925925926
2012-05-22 16:50:00-10,27,70.8518518518518
2012-05-22 16:55:00-10,28,56.2857142857143
2012-05-22 17:00:00-10,28,48.1785714285714
2012-05-22 17:05:00-10,28,42.4285714285714
2012-05-22 17:10:00-10,28,36.5714285714286
2012-05-22 17:15:00-10,28,39.3214285714286
2012-05-22 17:20:00-10,26,34.8846153846154
2012-05-22 17:25:00-10,28,23.8928571428571
2012-05-22 17:30:00-10,28,19.2142857142857
2012-05-22 17:35:00-10,28,14.9285714285714
2012-05-22 17:40:00-10,28,12.4642857142857
2012-05-22 17:45:00-10,28,9.5
2012-05-22 17:50:00-10,27,6.77777777777778
2012-05-22 17:55:00-10,28,7.21428571428571
2012-05-22 18:00:00-10,11,3.63636363636364
2012-05-23 06:00:00-10,17,102.117647058824
2012-05-23 06:05:00-10,28,74.0714285714286
2012-05-23 06:10:00-10,27,75.0740740740741
2012-05-23 06:15:00-10,27,67.8148148148148
2012-05-23 06:20:00-10,29,103.689655172414
2012-05-23 06:25:00-10,27,114.851851851852
2012-05-23 06:30:00-10,27,84.8148148148148
2012-05-23 06:35:00-10,27,93.2962962962963
2012-05-23 06:40:00-10,28,109.607142857143
2012-05-23 06:45:00-10,28,112.25
2012-05-23 06:50:00-10,28,222.107142857143
2012-05-23 06:55:00-10,28,274.678571428571
2012-05-23 07:00:00-10,28,301.321428571429
2012-05-23 07:05:00-10,28,300.142857142857
2012-05-23 07:10:00-10,27,135.814814814815
2012-05-23 07:15:00-10,28,322.857142857143
2012-05-23 07:20:00-10,27,348.481481481481
2012-05-23 07:25:00-10,27,340.407407407407
2012-05-23 07:30:00-10,29,404.344827586207
2012-05-23 07:35:00-10,27,283.666666666667
2012-05-23 07:40:00-10,27,314.333333333333
2012-05-23 07:45:00-10,28,124.428571428571
2012-05-23 07:50:00-10,26,481.115384615385
2012-05-23 07:55:00-10,28,547.321428571429
2012-05-23 08:00:00-10,27,539.518518518518
2012-05-23 08:05:00-10,29,498.206896551724
2012-05-23 08:10:00-10,27,566.259259259259
2012-05-23 08:15:00-10,28,432.928571428571
2012-05-23 08:20:00-10,29,149.275862068966
2012-05-23 08:25:00-10,28,580.071428571429
2012-05-23 08:30:00-10,28,657
2012-05-23 08:35:00-10,28,652.035714285714
2012-05-23 08:40:00-10,28,659.107142857143
2012-05-23 08:45:00-10,27,676.222222222222
2012-05-23 08:50:00-10,27,652.62962962963
2012-05-23 08:55:00-10,28,708.964285714286
2012-05-23 09:00:00-10,28,716
2012-05-23 09:05:00-10,29,718.655172413793
2012-05-23 09:10:00-10,27,738.777777777778
2012-05-23 09:15:00-10,28,752.107142857143
2012-05-23 09:20:00-10,28,763.392857142857
2012-05-23 09:25:00-10,28,779.642857142857
2012-05-23 09:30:00-10,27,794.62962962963
2012-05-23 09:35:00-10,29,803.379310344828
2012-05-23 09:40:00-10,27,801.407407407407
2012-05-23 09:45:00-10,27,812.740740740741
2012-05-23 09:50:00-10,29,834.413793103448
2012-05-23 09:55:00-10,28,879.035714285714
2012-05-23 10:00:00-10,28,500.214285714286
2012-05-23 10:05:00-10,28,364.821428571429
2012-05-23 10:10:00-10,28,433.857142857143
2012-05-23 10:15:00-10,27,563.407407407407
2012-05-23 10:20:00-10,28,503.178571428571
2012-05-23 10:25:00-10,27,559.62962962963
2012-05-23 10:30:00-10,27,754.666666666667
2012-05-23 10:35:00-10,29,911.689655172414
2012-05-23 10:40:00-10,27,898.62962962963
2012-05-23 10:45:00-10,28,883.321428571429
2012-05-23 10:50:00-10,28,871.321428571429
2012-05-23 10:55:00-10,27,797.407407407407
2012-05-23 11:00:00-10,28,918.428571428571
2012-05-23 11:05:00-10,28,932.214285714286
2012-05-23 11:10:00-10,27,918.888888888889
2012-05-23 11:15:00-10,27,894.703703703704
2012-05-23 11:20:00-10,28,904.464285714286
2012-05-23 11:25:00-10,28,912.25
2012-05-23 11:30:00-10,27,901.296296296296
2012-05-23 11:35:00-10,28,950.035714285714
2012-05-23 11:40:00-10,28,921.178571428571
2012-05-23 11:45:00-10,28,913.071428571429
2012-05-23 11:50:00-10,29,933.034482758621
2012-05-23 11:55:00-10,27,913.740740740741
2012-05-23 12:00:00-10,28,913.5
2012-05-23 12:05:00-10,28,721.142857142857
2012-05-23 12:10:00-10,28,1003.71428571429
2012-05-23 12:15:00-10,28,894.821428571429
2012-05-23 12:20:00-10,28,629.071428571429
2012-05-23 12:25:00-10,28,778.928571428571
2012-05-23 12:30:00-10,27,732.37037037037
2012-05-23 12:35:00-10,28,576.071428571429
2012-05-23 12:40:00-10,28,698.75
2012-05-23 12:45:00-10,27,529.925925925926
2012-05-23 12:50:00-10,28,579.035714285714
2012-05-23 12:55:00-10,29,584.965517241379
2012-05-23 13:00:00-10,27,864.592592592593
2012-05-23 13:05:00-10,27,639.555555555556
2012-05-23 13:10:00-10,27,845.148148148148
2012-05-23 13:15:00-10,28,798.392857142857
2012-05-23 13:20:00-10,26,765.307692307692
2012-05-23 13:25:00-10,28,741.785714285714
2012-05-23 13:30:00-10,28,715.535714285714
2012-05-23 13:35:00-10,27,763.777777777778
2012-05-23 13:40:00-10,27,782.296296296296
2012-05-23 13:45:00-10,28,753.071428571429
2012-05-23 13:50:00-10,28,769.535714285714
2012-05-23 13:55:00-10,28,721.25
2012-05-23 14:00:00-10,27,717.407407407407
2012-05-23 14:05:00-10,27,571.185185185185
2012-05-23 14:10:00-10,28,564.035714285714
2012-05-23 14:15:00-10,27,629.518518518518
2012-05-23 14:20:00-10,28,586.892857142857
2012-05-23 14:25:00-10,28,680.964285714286
2012-05-23 14:30:00-10,26,420.307692307692
2012-05-23 14:35:00-10,28,327.5
2012-05-23 14:40:00-10,28,429.714285714286
2012-05-23 14:45:00-10,28,456.392857142857
2012-05-23 14:50:00-10,28,429.714285714286
2012-05-23 14:55:00-10,27,433.111111111111
2012-05-23 15:00:00-10,29,424.51724137931
2012-05-23 15:05:00-10,27,503.555555555556
2012-05-23 15:10:00-10,27,423.148148148148
2012-05-23 15:15:00-10,28,231.857142857143
2012-05-23 15:20:00-10,27,215.148148148148
2012-05-23 15:25:00-10,28,187.714285714286
2012-05-23 15:30:00-10,28,159.714285714286
2012-05-23 15:35:00-10,27,248.407407407407
2012-05-23 15:40:00-10,28,289.785714285714
2012-05-23 15:45:00-10,28,282.071428571429
2012-05-23 15:50:00-10,27,257.814814814815
2012-05-23 15:55:00-10,28,237.214285714286
2012-05-23 16:00:00-10,27,220.111111111111
2012-05-23 16:05:00-10,28,198.892857142857
2012-05-23 16:10:00-10,28,180.892857142857
2012-05-23 16:15:00-10,28,172.357142857143
2012-05-23 16:20:00-10,28,182.857142857143
2012-05-23 16:25:00-10,27,149.777777777778
2012-05-23 16:30:00-10,28,121.214285714286
2012-05-23 16:35:00-10,26,85.5
2012-05-23 16:40:00-10,28,58.4642857142857
2012-05-23 16:45:00-10,28,53.8928571428571
2012-05-23 16:50:00-10,28,56.2857142857143
2012-05-23 16:55:00-10,28,66.3571428571429
2012-05-23 17:00:00-10,28,65.8214285714286
2012-05-23 17:05:00-10,27,70.7037037037037
2012-05-23 17:10:00-10,28,54.5357142857143
