t_5min,n,dev1intsolirr_avg
2012-01-28 15:20:00-10,29,433.655172413793
2012-01-28 15:25:00-10,28,403.428571428571
2012-01-28 15:30:00-10,29,381.965517241379
2012-01-28 15:35:00-10,28,361.321428571429
2012-01-28 15:40:00-10,29,343.551724137931
2012-01-28 15:45:00-10,28,330.321428571429
2012-01-28 15:50:00-10,29,323
2012-01-28 15:55:00-10,28,296.571428571429
2012-01-28 16:00:00-10,28,288.178571428571
2012-01-28 16:05:00-10,29,205.310344827586
2012-01-28 16:10:00-10,28,205.714285714286
2012-01-28 16:15:00-10,29,181.758620689655
2012-01-28 16:20:00-10,28,166.214285714286
2012-01-28 16:25:00-10,29,151.689655172414
2012-01-28 16:30:00-10,28,135.714285714286
2012-01-28 16:35:00-10,29,112.206896551724
2012-01-28 16:40:00-10,28,87.4285714285714
2012-01-28 16:45:00-10,28,65.5357142857143
2012-01-28 16:50:00-10,29,42.2758620689655
2012-01-28 16:55:00-10,29,31.1379310344828
2012-01-28 17:00:00-10,28,20
2012-01-28 17:05:00-10,29,12.448275862069
2012-01-28 17:10:00-10,28,7.39285714285714
2012-01-28 17:15:00-10,29,4.37931034482759
2012-01-28 17:20:00-10,28,2.14285714285714
2012-01-28 17:25:00-10,28,1
2012-01-28 17:30:00-10,29,0.620689655172414
2012-01-28 17:35:00-10,28,0.5
2012-01-28 17:40:00-10,28,0.107142857142857
2012-01-28 17:45:00-10,28,0.214285714285714
2012-01-28 17:50:00-10,28,0
2012-01-28 17:55:00-10,28,0
2012-01-28 18:00:00-10,12,0
2012-01-29 06:00:00-10,17,3
2012-01-29 06:05:00-10,28,4.64285714285714
2012-01-29 06:10:00-10,29,12.7931034482759
2012-01-29 06:15:00-10,29,20.7586206896552
2012-01-29 06:20:00-10,28,29.9642857142857
2012-01-29 06:25:00-10,29,44.7931034482759
2012-01-29 06:30:00-10,28,61.1428571428571
2012-01-29 06:35:00-10,29,55.4827586206897
2012-01-29 06:40:00-10,28,93.5714285714286
2012-01-29 06:45:00-10,29,114.551724137931
2012-01-29 06:50:00-10,28,104.678571428571
2012-01-29 06:55:00-10,29,149.965517241379
2012-01-29 07:00:00-10,28,182
2012-01-29 07:05:00-10,29,203.620689655172
2012-01-29 07:10:00-10,28,224.857142857143
2012-01-29 07:15:00-10,29,248.275862068966
2012-01-29 07:20:00-10,29,276.48275862069
2012-01-29 07:25:00-10,28,305.357142857143
2012-01-29 07:30:00-10,29,320.310344827586
2012-01-29 07:35:00-10,28,348.464285714286
2012-01-29 07:40:00-10,29,378
2012-01-29 07:45:00-10,29,405.275862068966
2012-01-29 07:50:00-10,28,414.142857142857
2012-01-29 07:55:00-10,29,441.827586206897
2012-01-29 08:00:00-10,28,471.321428571429
2012-01-29 08:05:00-10,29,497.068965517241
2012-01-29 08:10:00-10,28,543.785714285714
2012-01-29 08:15:00-10,29,575.827586206897
2012-01-29 08:20:00-10,29,537.51724137931
2012-01-29 08:25:00-10,28,586.607142857143
2012-01-29 08:30:00-10,29,678.241379310345
2012-01-29 08:35:00-10,28,421.178571428571
2012-01-29 08:40:00-10,29,548.068965517241
2012-01-29 08:45:00-10,29,689.620689655172
2012-01-29 08:50:00-10,28,553.071428571429
2012-01-29 08:55:00-10,29,511.413793103448
2012-01-29 09:00:00-10,28,642.5
2012-01-29 09:05:00-10,29,724.862068965517
2012-01-29 09:10:00-10,28,661.5
2012-01-29 09:15:00-10,29,639.379310344828
2012-01-29 09:20:00-10,28,545.142857142857
2012-01-29 09:25:00-10,29,705.689655172414
2012-01-29 09:30:00-10,28,788.25
2012-01-29 09:35:00-10,29,813.310344827586
2012-01-29 09:40:00-10,28,834.964285714286
2012-01-29 09:45:00-10,29,841.068965517241
2012-01-29 09:50:00-10,28,827.25
2012-01-29 09:55:00-10,28,847.071428571429
2012-01-29 10:00:00-10,29,851.275862068965
2012-01-29 10:05:00-10,29,861.137931034483
2012-01-29 10:10:00-10,28,867.714285714286
2012-01-29 10:15:00-10,29,878.586206896552
2012-01-29 10:20:00-10,28,900.607142857143
2012-01-29 10:25:00-10,29,918.172413793103
2012-01-29 10:30:00-10,28,910.892857142857
2012-01-29 10:35:00-10,29,917.655172413793
2012-01-29 10:40:00-10,28,952.214285714286
2012-01-29 10:45:00-10,29,970.310344827586
2012-01-29 10:50:00-10,29,942.310344827586
2012-01-29 10:55:00-10,28,939.785714285714
2012-01-29 11:00:00-10,28,954.214285714286
2012-01-29 11:05:00-10,29,949.965517241379
2012-01-29 11:10:00-10,28,947.75
2012-01-29 11:15:00-10,29,955.689655172414
2012-01-29 11:20:00-10,28,856.821428571429
2012-01-29 11:25:00-10,29,1021.34482758621
2012-01-29 11:30:00-10,28,888.214285714286
2012-01-29 11:35:00-10,29,936.862068965517
2012-01-29 11:40:00-10,28,1066.82142857143
2012-01-29 11:45:00-10,29,850.689655172414
2012-01-29 11:50:00-10,28,977.928571428571
2012-01-29 11:55:00-10,29,956.413793103448
2012-01-29 12:00:00-10,28,981.071428571429
2012-01-29 12:05:00-10,29,996.724137931035
2012-01-29 12:10:00-10,28,1009.71428571429
2012-01-29 12:15:00-10,29,921.413793103448
2012-01-29 12:20:00-10,28,992.142857142857
2012-01-29 12:25:00-10,29,980.344827586207
2012-01-29 12:30:00-10,28,916.321428571429
2012-01-29 12:35:00-10,29,923.620689655172
2012-01-29 12:40:00-10,28,785.25
2012-01-29 12:45:00-10,29,844.48275862069
2012-01-29 12:50:00-10,28,896.678571428571
2012-01-29 12:55:00-10,29,866.068965517241
2012-01-29 13:00:00-10,28,789.714285714286
2012-01-29 13:05:00-10,28,861.428571428571
2012-01-29 13:10:00-10,29,887.965517241379
2012-01-29 13:15:00-10,28,863.071428571429
2012-01-29 13:20:00-10,29,819.827586206897
2012-01-29 13:25:00-10,28,818.821428571429
2012-01-29 13:30:00-10,29,839.620689655172
2012-01-29 13:35:00-10,28,769.892857142857
2012-01-29 13:40:00-10,29,698.172413793103
2012-01-29 13:45:00-10,28,775.428571428571
2012-01-29 13:50:00-10,29,696.137931034483
2012-01-29 13:55:00-10,28,529.714285714286
2012-01-29 14:00:00-10,29,522.965517241379
2012-01-29 14:05:00-10,29,512.862068965517
2012-01-29 14:10:00-10,28,648.5
2012-01-29 14:15:00-10,28,609.928571428571
2012-01-29 14:20:00-10,29,514.758620689655
2012-01-29 14:25:00-10,29,677.655172413793
2012-01-29 14:30:00-10,28,367.714285714286
2012-01-29 14:35:00-10,29,519.620689655172
2012-01-29 14:40:00-10,28,511.607142857143
2012-01-29 14:45:00-10,29,340.310344827586
2012-01-29 14:50:00-10,28,376.107142857143
2012-01-29 14:55:00-10,29,433.689655172414
2012-01-29 15:00:00-10,29,460.310344827586
2012-01-29 15:05:00-10,28,548.892857142857
2012-01-29 15:10:00-10,29,307.586206896552
2012-01-29 15:15:00-10,28,402.857142857143
2012-01-29 15:20:00-10,29,415.51724137931
2012-01-29 15:25:00-10,28,292.357142857143
2012-01-29 15:30:00-10,29,171.310344827586
2012-01-29 15:35:00-10,28,377.357142857143
2012-01-29 15:40:00-10,28,367.75
2012-01-29 15:45:00-10,29,176.310344827586
2012-01-29 15:50:00-10,29,301.241379310345
2012-01-29 15:55:00-10,29,275.275862068966
2012-01-29 16:00:00-10,29,252.758620689655
2012-01-29 16:05:00-10,28,231.142857142857
2012-01-29 16:10:00-10,29,208.344827586207
2012-01-29 16:15:00-10,28,188.821428571429
2012-01-29 16:20:00-10,29,164.310344827586
2012-01-29 16:25:00-10,28,148.678571428571
2012-01-29 16:30:00-10,29,121.379310344828
2012-01-29 16:35:00-10,28,95.7142857142857
2012-01-29 16:40:00-10,29,78.7931034482759
2012-01-29 16:45:00-10,29,64.2068965517241
2012-01-29 16:50:00-10,28,50.9642857142857
2012-01-29 16:55:00-10,29,33.448275862069
2012-01-29 17:00:00-10,28,21.6428571428571
2012-01-29 17:05:00-10,29,15.2413793103448
2012-01-29 17:10:00-10,28,9.39285714285714
2012-01-29 17:15:00-10,29,4.96551724137931
2012-01-29 17:20:00-10,28,2.46428571428571
2012-01-29 17:25:00-10,29,1.03448275862069
2012-01-29 17:30:00-10,28,0.678571428571429
2012-01-29 17:35:00-10,29,0.0689655172413793
2012-01-29 17:40:00-10,28,0
2012-01-29 17:45:00-10,28,0
2012-01-29 17:50:00-10,29,0
2012-01-29 17:55:00-10,28,0.0357142857142857
2012-01-29 18:00:00-10,12,0
2012-01-30 06:00:00-10,17,4.64705882352941
2012-01-30 06:05:00-10,28,6.46428571428571
2012-01-30 06:10:00-10,29,11.3448275862069
2012-01-30 06:15:00-10,28,23.5
2012-01-30 06:20:00-10,29,32.8620689655172
2012-01-30 06:25:00-10,28,48.2142857142857
2012-01-30 06:30:00-10,29,54.551724137931
2012-01-30 06:35:00-10,28,33.0357142857143
2012-01-30 06:40:00-10,29,38.3793103448276
2012-01-30 06:45:00-10,29,96.2758620689655
2012-01-30 06:50:00-10,28,160.392857142857
2012-01-30 06:55:00-10,28,168.392857142857
2012-01-30 07:00:00-10,29,194.758620689655
2012-01-30 07:05:00-10,29,198.48275862069
2012-01-30 07:10:00-10,28,266.821428571429
2012-01-30 07:15:00-10,29,306.620689655172
2012-01-30 07:20:00-10,28,319.214285714286
2012-01-30 07:25:00-10,28,351.964285714286
2012-01-30 07:30:00-10,29,406.965517241379
2012-01-30 07:35:00-10,28,418.571428571429
2012-01-30 07:40:00-10,28,435.75
2012-01-30 07:45:00-10,29,476
2012-01-30 07:50:00-10,29,410.275862068966
2012-01-30 07:55:00-10,28,516.178571428571
2012-01-30 08:00:00-10,28,565.392857142857
2012-01-30 08:05:00-10,29,443.551724137931
2012-01-30 08:10:00-10,28,160
2012-01-30 08:15:00-10,29,511.724137931034
2012-01-30 08:20:00-10,28,428.071428571429
2012-01-30 08:25:00-10,29,510.51724137931
2012-01-30 08:30:00-10,28,664.285714285714
2012-01-30 08:35:00-10,29,337.724137931034
2012-01-30 08:40:00-10,28,279.071428571429
2012-01-30 08:45:00-10,29,656.689655172414
2012-01-30 08:50:00-10,28,805.107142857143
2012-01-30 08:55:00-10,29,705.448275862069
2012-01-30 09:00:00-10,28,606.821428571429
2012-01-30 09:05:00-10,29,788.172413793103
2012-01-30 09:10:00-10,28,690.535714285714
2012-01-30 09:15:00-10,29,641.068965517241
2012-01-30 09:20:00-10,28,766.642857142857
2012-01-30 09:25:00-10,29,556.48275862069
2012-01-30 09:30:00-10,28,653.714285714286
2012-01-30 09:35:00-10,29,309
2012-01-30 09:40:00-10,29,259.448275862069
2012-01-30 09:45:00-10,28,581.642857142857
2012-01-30 09:50:00-10,28,1016.17857142857
2012-01-30 09:55:00-10,29,881.689655172414
2012-01-30 10:00:00-10,28,946.5
2012-01-30 10:05:00-10,29,590.172413793103
2012-01-30 10:10:00-10,28,971.714285714286
2012-01-30 10:15:00-10,29,962.689655172414
2012-01-30 10:20:00-10,28,858.178571428571
2012-01-30 10:25:00-10,28,692.5
2012-01-30 10:30:00-10,29,962.689655172414
2012-01-30 10:35:00-10,28,956.071428571429
2012-01-30 10:40:00-10,29,952.965517241379
2012-01-30 10:45:00-10,28,963.535714285714
2012-01-30 10:50:00-10,29,979.48275862069
2012-01-30 10:55:00-10,28,499.464285714286
2012-01-30 11:00:00-10,28,578.964285714286
2012-01-30 11:05:00-10,29,965
2012-01-30 11:10:00-10,29,962.034482758621
2012-01-30 11:15:00-10,28,956.892857142857
2012-01-30 11:20:00-10,29,994.758620689655
2012-01-30 11:25:00-10,28,991.035714285714
2012-01-30 11:30:00-10,29,1041.34482758621
2012-01-30 11:35:00-10,28,987.428571428571
2012-01-30 11:40:00-10,29,1030.10344827586
2012-01-30 11:45:00-10,28,991.785714285714
2012-01-30 11:50:00-10,29,984.793103448276
2012-01-30 11:55:00-10,28,1024.32142857143
2012-01-30 12:00:00-10,29,950.241379310345
2012-01-30 12:05:00-10,28,1014.28571428571
2012-01-30 12:10:00-10,29,956.206896551724
2012-01-30 12:15:00-10,28,896
2012-01-30 12:20:00-10,29,980.137931034483
2012-01-30 12:25:00-10,28,597.642857142857
2012-01-30 12:30:00-10,29,989.241379310345
2012-01-30 12:35:00-10,28,982.607142857143
2012-01-30 12:40:00-10,29,926.586206896552
2012-01-30 12:45:00-10,28,914.214285714286
2012-01-30 12:50:00-10,29,914.413793103448
2012-01-30 12:55:00-10,28,915.892857142857
2012-01-30 13:00:00-10,29,897.068965517241
2012-01-30 13:05:00-10,28,891.678571428571
2012-01-30 13:10:00-10,29,640.137931034483
2012-01-30 13:15:00-10,28,427.892857142857
2012-01-30 13:20:00-10,29,687.965517241379
2012-01-30 13:25:00-10,29,579.862068965517
2012-01-30 13:30:00-10,28,615.071428571429
2012-01-30 13:35:00-10,29,589.620689655172
2012-01-30 13:40:00-10,28,795.214285714286
2012-01-30 13:45:00-10,29,653.137931034483
2012-01-30 13:50:00-10,28,603.321428571429
2012-01-30 13:55:00-10,29,777.448275862069
2012-01-30 14:00:00-10,28,760.392857142857
2012-01-30 14:05:00-10,29,757.379310344828
2012-01-30 14:10:00-10,28,756.892857142857
2012-01-30 14:15:00-10,29,747.310344827586
2012-01-30 14:20:00-10,28,695
2012-01-30 14:25:00-10,29,523.103448275862
2012-01-30 14:30:00-10,28,663.428571428571
2012-01-30 14:35:00-10,29,668.586206896552
2012-01-30 14:40:00-10,28,585.428571428571
2012-01-30 14:45:00-10,29,375.965517241379
2012-01-30 14:50:00-10,28,264.071428571429
2012-01-30 14:55:00-10,29,257.655172413793
2012-01-30 15:00:00-10,28,336.5
2012-01-30 15:05:00-10,29,397.310344827586
2012-01-30 15:10:00-10,28,321.785714285714
2012-01-30 15:15:00-10,29,211.413793103448
2012-01-30 15:20:00-10,28,265.785714285714
2012-01-30 15:25:00-10,29,221.206896551724
2012-01-30 15:30:00-10,28,324.714285714286
2012-01-30 15:35:00-10,29,239.310344827586
2012-01-30 15:40:00-10,28,305.285714285714
2012-01-30 15:45:00-10,29,290.551724137931
2012-01-30 15:50:00-10,29,321.034482758621
2012-01-30 15:55:00-10,28,215.035714285714
2012-01-30 16:00:00-10,29,178
2012-01-30 16:05:00-10,28,134.035714285714
2012-01-30 16:10:00-10,29,113.310344827586
2012-01-30 16:15:00-10,29,144.172413793103
2012-01-30 16:20:00-10,28,154.857142857143
2012-01-30 16:25:00-10,29,151.413793103448
2012-01-30 16:30:00-10,28,105.107142857143
2012-01-30 16:35:00-10,29,57.2758620689655
2012-01-30 16:40:00-10,29,37.2758620689655
2012-01-30 16:45:00-10,28,38
2012-01-30 16:50:00-10,29,43.2068965517241
2012-01-30 16:55:00-10,28,26.25
2012-01-30 17:00:00-10,29,17.5172413793103
2012-01-30 17:05:00-10,28,12.9642857142857
2012-01-30 17:10:00-10,29,8.62068965517241
2012-01-30 17:15:00-10,28,5.25
2012-01-30 17:20:00-10,29,2.79310344827586
2012-01-30 17:25:00-10,28,1.17857142857143
2012-01-30 17:30:00-10,28,0.714285714285714
2012-01-30 17:35:00-10,29,0
2012-01-30 17:40:00-10,28,0
2012-01-30 17:45:00-10,29,0
2012-01-30 17:50:00-10,28,0.0357142857142857
2012-01-30 17:55:00-10,28,0
2012-01-30 18:00:00-10,12,0
2012-01-31 06:00:00-10,16,4.5625
2012-01-31 06:05:00-10,29,7.13793103448276
2012-01-31 06:10:00-10,28,10.2857142857143
2012-01-31 06:15:00-10,29,12.551724137931
2012-01-31 06:20:00-10,28,16.3571428571429
2012-01-31 06:25:00-10,29,19.7586206896552
2012-01-31 06:30:00-10,29,28.8275862068966
2012-01-31 06:35:00-10,28,42.6785714285714
2012-01-31 06:40:00-10,29,44.8620689655172
2012-01-31 06:45:00-10,28,45.2857142857143
2012-01-31 06:50:00-10,29,60.0344827586207
2012-01-31 06:55:00-10,28,81.3571428571429
2012-01-31 07:00:00-10,29,87.8965517241379
2012-01-31 07:05:00-10,29,76.8620689655172
2012-01-31 07:10:00-10,28,59.0714285714286
2012-01-31 07:15:00-10,28,78.7857142857143
2012-01-31 07:20:00-10,29,137.896551724138
2012-01-31 07:25:00-10,29,177
2012-01-31 07:30:00-10,28,150.642857142857
2012-01-31 07:35:00-10,28,213.428571428571
2012-01-31 07:40:00-10,29,425.172413793103
2012-01-31 07:45:00-10,29,416.413793103448
2012-01-31 07:50:00-10,28,162.142857142857
2012-01-31 07:55:00-10,29,185.48275862069
2012-01-31 08:00:00-10,28,202.892857142857
2012-01-31 08:05:00-10,28,319.214285714286
2012-01-31 08:10:00-10,29,298.137931034483
2012-01-31 08:15:00-10,29,384.586206896552
2012-01-31 08:20:00-10,28,295.892857142857
2012-01-31 08:25:00-10,28,250
2012-01-31 08:30:00-10,29,484.448275862069
2012-01-31 08:35:00-10,29,342.965517241379
2012-01-31 08:40:00-10,29,351.379310344828
2012-01-31 08:45:00-10,28,370.928571428571
2012-01-31 08:50:00-10,29,364.068965517241
2012-01-31 08:55:00-10,28,570.857142857143
2012-01-31 09:00:00-10,28,586.464285714286
2012-01-31 09:05:00-10,29,762.551724137931
2012-01-31 09:10:00-10,28,500.428571428571
2012-01-31 09:15:00-10,29,267.172413793103
2012-01-31 09:20:00-10,28,283.821428571429
2012-01-31 09:25:00-10,28,539.392857142857
2012-01-31 09:30:00-10,29,291.586206896552
2012-01-31 09:35:00-10,28,321.607142857143
2012-01-31 09:40:00-10,28,356.428571428571
2012-01-31 09:45:00-10,29,226.034482758621
2012-01-31 09:50:00-10,29,200.724137931034
2012-01-31 09:55:00-10,28,183.142857142857
2012-01-31 10:00:00-10,29,196.862068965517
2012-01-31 10:05:00-10,28,248.821428571429
2012-01-31 10:10:00-10,29,283.724137931034
2012-01-31 10:15:00-10,28,314.321428571429
2012-01-31 10:20:00-10,29,319.51724137931
2012-01-31 10:25:00-10,28,246.642857142857
2012-01-31 10:30:00-10,29,209.931034482759
2012-01-31 10:35:00-10,28,224.178571428571
2012-01-31 10:40:00-10,28,269.142857142857
2012-01-31 10:45:00-10,29,309.51724137931
2012-01-31 10:50:00-10,28,316.392857142857
2012-01-31 10:55:00-10,29,340.379310344828
2012-01-31 11:00:00-10,28,447.571428571429
2012-01-31 11:05:00-10,29,566.758620689655
2012-01-31 11:10:00-10,27,601.592592592593
2012-01-31 11:15:00-10,29,619.275862068965
2012-01-31 11:20:00-10,28,457.357142857143
2012-01-31 11:25:00-10,29,478.965517241379
2012-01-31 11:30:00-10,28,1048.5
2012-01-31 11:35:00-10,29,966.448275862069
2012-01-31 11:40:00-10,28,905.357142857143
2012-01-31 11:45:00-10,28,874.642857142857
2012-01-31 11:50:00-10,29,394.586206896552
2012-01-31 11:55:00-10,28,400.642857142857
2012-01-31 12:00:00-10,29,296.068965517241
2012-01-31 12:05:00-10,29,248.758620689655
2012-01-31 12:10:00-10,28,233.321428571429
2012-01-31 12:15:00-10,29,265.034482758621
2012-01-31 12:20:00-10,28,285.892857142857
2012-01-31 12:25:00-10,28,284.678571428571
2012-01-31 12:30:00-10,29,285.137931034483
2012-01-31 12:35:00-10,28,275.142857142857
2012-01-31 12:40:00-10,29,265.620689655172
2012-01-31 12:45:00-10,28,291.392857142857
2012-01-31 12:50:00-10,29,339
2012-01-31 12:55:00-10,29,367.275862068966
2012-01-31 13:00:00-10,28,373.535714285714
2012-01-31 13:05:00-10,29,401.413793103448
2012-01-31 13:10:00-10,28,583.5
2012-01-31 13:15:00-10,29,418.172413793103
2012-01-31 13:20:00-10,28,315.678571428571
2012-01-31 13:25:00-10,29,316.896551724138
2012-01-31 13:30:00-10,28,384.285714285714
2012-01-31 13:35:00-10,28,327.392857142857
2012-01-31 13:40:00-10,29,380.241379310345
2012-01-31 13:45:00-10,28,607.285714285714
2012-01-31 13:50:00-10,29,843.862068965517
2012-01-31 13:55:00-10,28,813.714285714286
2012-01-31 14:00:00-10,29,799.241379310345
2012-01-31 14:05:00-10,29,776.965517241379
2012-01-31 14:10:00-10,28,753.142857142857
2012-01-31 14:15:00-10,29,745.206896551724
2012-01-31 14:20:00-10,28,716.107142857143
2012-01-31 14:25:00-10,29,694.344827586207
2012-01-31 14:30:00-10,28,661.678571428571
2012-01-31 14:35:00-10,29,626.103448275862
2012-01-31 14:40:00-10,28,598.5
2012-01-31 14:45:00-10,29,573.931034482759
2012-01-31 14:50:00-10,28,557.428571428571
2012-01-31 14:55:00-10,29,536
2012-01-31 15:00:00-10,28,514.5
2012-01-31 15:05:00-10,28,490.714285714286
2012-01-31 15:10:00-10,29,468.965517241379
2012-01-31 15:15:00-10,29,445.068965517241
2012-01-31 15:20:00-10,28,422.214285714286
2012-01-31 15:25:00-10,29,397.241379310345
2012-01-31 15:30:00-10,28,381.142857142857
2012-01-31 15:35:00-10,29,340.413793103448
2012-01-31 15:40:00-10,28,339.857142857143
2012-01-31 15:45:00-10,29,313.586206896552
2012-01-31 15:50:00-10,29,288.379310344828
2012-01-31 15:55:00-10,28,250.785714285714
2012-01-31 16:00:00-10,29,188.137931034483
2012-01-31 16:05:00-10,29,233.034482758621
2012-01-31 16:10:00-10,28,173.678571428571
2012-01-31 16:15:00-10,29,141.241379310345
2012-01-31 16:20:00-10,29,143.551724137931
2012-01-31 16:25:00-10,28,90.9642857142857
2012-01-31 16:30:00-10,28,93.25
2012-01-31 16:35:00-10,29,93.0344827586207
2012-01-31 16:40:00-10,28,78
2012-01-31 16:45:00-10,29,59.3448275862069
2012-01-31 16:50:00-10,28,45.2857142857143
2012-01-31 16:55:00-10,29,35.2068965517241
2012-01-31 17:00:00-10,29,22.2758620689655
2012-01-31 17:05:00-10,28,11.9642857142857
2012-01-31 17:10:00-10,29,6.86206896551724
2012-01-31 17:15:00-10,28,4.03571428571429
2012-01-31 17:20:00-10,29,2.37931034482759
2012-01-31 17:25:00-10,28,0.928571428571429
2012-01-31 17:30:00-10,29,0
2012-01-31 17:35:00-10,28,0
2012-01-31 17:40:00-10,28,0
2012-01-31 17:45:00-10,29,0
2012-01-31 17:50:00-10,28,0
2012-01-31 17:55:00-10,28,0
2012-01-31 18:00:00-10,12,0
2012-02-01 06:00:00-10,17,5.88235294117647
2012-02-01 06:05:00-10,29,8.93103448275862
2012-02-01 06:10:00-10,28,14.4285714285714
2012-02-01 06:15:00-10,29,21.9310344827586
2012-02-01 06:20:00-10,28,28.6428571428571
2012-02-01 06:25:00-10,29,43.2758620689655
2012-02-01 06:30:00-10,28,61.5
2012-02-01 06:35:00-10,29,81.4137931034483
2012-02-01 06:40:00-10,28,70.8214285714286
2012-02-01 06:45:00-10,29,94.1724137931034
2012-02-01 06:50:00-10,28,137.357142857143
2012-02-01 06:55:00-10,28,157.857142857143
2012-02-01 07:00:00-10,28,138.964285714286
2012-02-01 07:05:00-10,29,131.310344827586
2012-02-01 07:10:00-10,29,148.344827586207
2012-02-01 07:15:00-10,28,109.571428571429
2012-02-01 07:20:00-10,29,221.448275862069
2012-02-01 07:25:00-10,28,123.607142857143
2012-02-01 07:30:00-10,28,160.535714285714
2012-02-01 07:35:00-10,29,246.068965517241
2012-02-01 07:40:00-10,28,233.821428571429
2012-02-01 07:45:00-10,29,159.689655172414
2012-02-01 07:50:00-10,28,434.464285714286
2012-02-01 07:55:00-10,29,320.827586206897
2012-02-01 08:00:00-10,28,167.285714285714
2012-02-01 08:05:00-10,28,558.071428571429
2012-02-01 08:10:00-10,29,541.655172413793
2012-02-01 08:15:00-10,28,544.464285714286
2012-02-01 08:20:00-10,28,174
2012-02-01 08:25:00-10,29,179.241379310345
2012-02-01 08:30:00-10,29,201.310344827586
2012-02-01 08:35:00-10,28,212.785714285714
2012-02-01 08:40:00-10,29,192.896551724138
2012-02-01 08:45:00-10,28,157.5
2012-02-01 08:50:00-10,29,130.206896551724
2012-02-01 08:55:00-10,19,126.631578947368
2012-02-01 09:00:00-10,27,108.48
2012-02-01 09:05:00-10,29,124.896551724138
2012-02-01 09:10:00-10,29,176.655172413793
2012-02-01 09:15:00-10,28,219
2012-02-01 09:20:00-10,28,242.642857142857
2012-02-01 09:25:00-10,29,867.51724137931
2012-02-01 09:30:00-10,28,766.071428571429
2012-02-01 09:35:00-10,29,728.034482758621
2012-02-01 09:40:00-10,28,322.392857142857
2012-02-01 09:45:00-10,29,545.965517241379
2012-02-01 09:50:00-10,28,650.428571428571
2012-02-01 09:55:00-10,28,185.5
2012-02-01 10:00:00-10,29,216.551724137931
2012-02-01 10:05:00-10,28,213
2012-02-01 10:10:00-10,29,193.068965517241
2012-02-01 10:15:00-10,28,249.285714285714
2012-02-01 10:20:00-10,28,876.285714285714
2012-02-01 10:25:00-10,29,389.827586206897
2012-02-01 10:30:00-10,28,973.571428571429
2012-02-01 10:35:00-10,29,820.068965517241
2012-02-01 10:40:00-10,28,225.428571428571
2012-02-01 10:45:00-10,29,720.103448275862
2012-02-01 10:50:00-10,28,851.035714285714
2012-02-01 10:55:00-10,29,1035
2012-02-01 11:00:00-10,28,803.428571428571
2012-02-01 11:05:00-10,29,229.51724137931
2012-02-01 11:10:00-10,28,645.607142857143
2012-02-01 11:15:00-10,29,1012.37931034483
2012-02-01 11:20:00-10,28,1016.35714285714
2012-02-01 11:25:00-10,29,973.034482758621
2012-02-01 11:30:00-10,28,980.714285714286
2012-02-01 11:35:00-10,28,981.821428571429
2012-02-01 11:40:00-10,29,960.827586206897
2012-02-01 11:45:00-10,28,1005
2012-02-01 11:50:00-10,29,1024.51724137931
2012-02-01 11:55:00-10,28,1021.60714285714
2012-02-01 12:00:00-10,29,1005.55172413793
2012-02-01 12:05:00-10,28,1050.67857142857
2012-02-01 12:10:00-10,28,1044.57142857143
2012-02-01 12:15:00-10,29,374.103448275862
2012-02-01 12:20:00-10,29,944
2012-02-01 12:25:00-10,28,692.357142857143
2012-02-01 12:30:00-10,28,667.428571428571
2012-02-01 12:35:00-10,29,431.344827586207
2012-02-01 12:40:00-10,28,376.428571428571
2012-02-01 12:45:00-10,29,833.310344827586
2012-02-01 12:50:00-10,28,918.428571428571
2012-02-01 12:55:00-10,29,955.689655172414
2012-02-01 13:00:00-10,28,953.25
2012-02-01 13:05:00-10,29,330.586206896552
2012-02-01 13:10:00-10,28,359.678571428571
2012-02-01 13:15:00-10,28,332.607142857143
2012-02-01 13:20:00-10,29,254.379310344828
2012-02-01 13:25:00-10,28,233.535714285714
2012-02-01 13:30:00-10,29,287.48275862069
2012-02-01 13:35:00-10,28,591.428571428571
2012-02-01 13:40:00-10,29,938.068965517241
2012-02-01 13:45:00-10,28,736.464285714286
2012-02-01 13:50:00-10,28,815.892857142857
2012-02-01 13:55:00-10,29,654.965517241379
2012-02-01 14:00:00-10,28,767.857142857143
2012-02-01 14:05:00-10,28,799.5
2012-02-01 14:10:00-10,29,317.48275862069
2012-02-01 14:15:00-10,28,202.892857142857
2012-02-01 14:20:00-10,29,185
2012-02-01 14:25:00-10,28,187.25
2012-02-01 14:30:00-10,29,196.724137931034
2012-02-01 14:35:00-10,28,552.107142857143
2012-02-01 14:40:00-10,28,701.035714285714
2012-02-01 14:45:00-10,29,648.379310344828
2012-02-01 14:50:00-10,28,618.035714285714
2012-02-01 14:55:00-10,29,599.137931034483
2012-02-01 15:00:00-10,29,597.551724137931
2012-02-01 15:05:00-10,28,572.285714285714
2012-02-01 15:10:00-10,28,541.607142857143
2012-02-01 15:15:00-10,28,540.821428571429
2012-02-01 15:20:00-10,29,517.172413793103
2012-02-01 15:25:00-10,28,476.714285714286
2012-02-01 15:30:00-10,29,443.931034482759
2012-02-01 15:35:00-10,28,402.928571428571
2012-02-01 15:40:00-10,29,357.931034482759
2012-02-01 15:45:00-10,28,325.178571428571
2012-02-01 15:50:00-10,28,294.571428571429
2012-02-01 15:55:00-10,29,269.620689655172
2012-02-01 16:00:00-10,29,244.275862068966
2012-02-01 16:05:00-10,28,219.178571428571
2012-02-01 16:10:00-10,28,197
