address,db_time,uptime_ms,bmp085_temp_decic,bmp085_press_pa,batt_mv,panel_mv,apogee_mv,apogee_w_m2,dallas_amb_c,dallas_roof_c,panel_ua,humidity_centi_pct
115,2013-09-19 17:58:57.772503-10,,,,4054,100,,65,,,,
115,2013-09-19 17:58:56.772503-10,,,,,,,60,,,,
115,2013-09-19 17:58:55.772503-10,,,,,,,55,,,,
115,2013-09-19 17:58:54.772503-10,,,,,,,71,,,,
115,2013-09-19 17:58:53.772503-10,,,,4053,94,,85,,,,
115,2013-09-19 17:58:52.772503-10,,,,,,,24,,,,
115,2013-09-19 17:58:51.772503-10,,,,,,,16,,,,
115,2013-09-19 17:58:50.772503-10,,,,,,,6,,,,
115,2013-09-19 17:58:49.772503-10,,,,4041,88,,14,,,,
115,2013-09-19 17:58:48.772503-10,,,,,,,11,,,,
115,2013-09-19 17:58:47.772503-10,,,,,,,7,,,,
115,2013-09-19 17:58:46.772503-10,,,,,,,9,,,,
115,2013-09-19 17:58:45.772503-10,,,,4060,99,,14,,,,
115,2013-09-19 17:58:44.772503-10,,,,,,,16,,,,
115,2013-09-19 17:58:43.772503-10,,,,,,,17,,,,
115,2013-09-19 17:58:42.772503-10,,,,,,,21,,,,
112,2013-09-19 18:01:03.740556-10,197451,324,100923,4148,1,,4992,,,,0
112,2013-09-19 18:01:02.740556-10,,,,,,,4990,,,,
112,2013-09-19 18:01:01.740556-10,,,,,,,4991,,,,
112,2013-09-19 18:01:00.740556-10,,,,,,,4997,,,,
112,2013-09-19 18:00:59.740556-10,,,,4153,3,,4993,,,,
112,2013-09-19 18:00:58.740556-10,,,,,,,4995,,,,
112,2013-09-19 18:00:57.740556-10,,,,,,,4996,,,,
112,2013-09-19 18:00:56.740556-10,,,,,,,4987,,,,
112,2013-09-19 18:00:55.740556-10,,,,4162,6,,4995,,,,
112,2013-09-19 18:00:54.740556-10,,,,,,,4993,,,,
112,2013-09-19 18:00:53.740556-10,,,,,,,4996,,,,
112,2013-09-19 18:00:52.740556-10,,,,,,,4986,,,,
112,2013-09-19 18:00:51.740556-10,,,,4170,12,,4997,,,,
112,2013-09-19 18:00:50.740556-10,,,,,,,4994,,,,
112,2013-09-19 18:00:49.740556-10,,,,,,,4990,,,,
112,2013-09-19 18:00:48.740556-10,,,,,,,4995,,,,
112,2013-09-19 18:00:47.740556-10,,,,4143,3,,4987,,,,
112,2013-09-19 18:00:46.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:00:45.740556-10,,,,,,,4996,,,,
112,2013-09-19 18:00:44.740556-10,,,,,,,4994,,,,
112,2013-09-19 18:00:43.740556-10,,,,4155,3,,4992,,,,
112,2013-09-19 18:00:42.740556-10,,,,,,,4998,,,,
112,2013-09-19 18:00:41.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:00:40.740556-10,,,,,,,4987,,,,
112,2013-09-19 18:00:39.740556-10,,,,4151,2,,4994,,,,
112,2013-09-19 18:00:38.740556-10,,,,,,,4994,,,,
112,2013-09-19 18:00:37.740556-10,,,,,,,4995,,,,
112,2013-09-19 18:00:36.740556-10,,,,,,,4991,,,,
112,2013-09-19 18:00:35.740556-10,,,,4151,4,,4992,,,,
112,2013-09-19 18:00:34.740556-10,,,,,,,4995,,,,
112,2013-09-19 18:00:33.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:00:32.740556-10,,,,,,,4990,,,,
112,2013-09-19 18:00:31.740556-10,,,,4148,2,,4993,,,,
112,2013-09-19 18:00:30.740556-10,,,,,,,4994,,,,
112,2013-09-19 18:00:29.740556-10,,,,,,,4987,,,,
112,2013-09-19 18:00:28.740556-10,,,,,,,4994,,,,
112,2013-09-19 18:00:27.740556-10,,,,4151,0,,4992,,,,
112,2013-09-19 18:00:26.740556-10,,,,,,,4997,,,,
112,2013-09-19 18:00:25.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:00:24.740556-10,,,,,,,4993,,,,
112,2013-09-19 18:00:23.740556-10,,,,4159,0,,4992,,,,
112,2013-09-19 18:00:22.740556-10,,,,,,,4996,,,,
112,2013-09-19 18:00:21.740556-10,,,,,,,4996,,,,
112,2013-09-19 18:00:20.740556-10,,,,,,,4997,,,,
112,2013-09-19 18:00:19.740556-10,,,,4148,1,,4994,,,,
112,2013-09-19 18:00:18.740556-10,,,,,,,4994,,,,
112,2013-09-19 18:00:17.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:00:16.740556-10,,,,,,,4993,,,,
112,2013-09-19 18:00:15.740556-10,,,,4160,2,,4991,,,,
112,2013-09-19 18:00:14.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:00:13.740556-10,,,,,,,4991,,,,
112,2013-09-19 18:00:12.740556-10,,,,,,,4997,,,,
112,2013-09-19 18:00:11.740556-10,,,,4154,4,,4993,,,,
112,2013-09-19 18:00:10.740556-10,,,,,,,4997,,,,
112,2013-09-19 18:00:09.740556-10,,,,,,,4996,,,,
112,2013-09-19 18:00:08.740556-10,,,,,,,4989,,,,
112,2013-09-19 18:00:07.740556-10,,,,4151,2,,4992,,,,
112,2013-09-19 18:00:06.740556-10,,,,,,,4995,,,,
112,2013-09-19 18:00:05.740556-10,,,,,,,4997,,,,
112,2013-09-19 18:00:04.740556-10,,,,,,,4992,,,,
112,2013-09-19 18:02:05.161616-10,207216,325,100954,4152,1,,4990,,,,0
112,2013-09-19 18:02:04.161616-10,,,,,,,4995,,,,
112,2013-09-19 18:02:03.161616-10,,,,,,,4994,,,,
112,2013-09-19 18:02:02.161616-10,,,,,,,4989,,,,
112,2013-09-19 18:02:01.161616-10,,,,4156,5,,4992,,,,
112,2013-09-19 18:02:00.161616-10,,,,,,,4992,,,,
112,2013-09-19 18:01:59.161616-10,,,,,,,4990,,,,
112,2013-09-19 18:01:58.161616-10,,,,,,,4994,,,,
112,2013-09-19 18:01:57.161616-10,,,,4157,4,,4991,,,,
112,2013-09-19 18:01:56.161616-10,,,,,,,4993,,,,
112,2013-09-19 18:01:55.161616-10,,,,,,,4994,,,,
112,2013-09-19 18:01:54.161616-10,,,,,,,4989,,,,
112,2013-09-19 18:01:53.161616-10,,,,4138,1,,4994,,,,
112,2013-09-19 18:01:52.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:51.161616-10,,,,,,,4993,,,,
112,2013-09-19 18:01:50.161616-10,,,,,,,4997,,,,
112,2013-09-19 18:01:49.161616-10,,,,4159,0,,4997,,,,
112,2013-09-19 18:01:48.161616-10,,,,,,,4993,,,,
112,2013-09-19 18:01:47.161616-10,,,,,,,4996,,,,
112,2013-09-19 18:01:46.161616-10,,,,,,,4999,,,,
112,2013-09-19 18:01:45.161616-10,,,,4155,0,,4989,,,,
112,2013-09-19 18:01:44.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:43.161616-10,,,,,,,4989,,,,
112,2013-09-19 18:01:42.161616-10,,,,,,,4990,,,,
112,2013-09-19 18:01:41.161616-10,,,,4165,7,,4997,,,,
112,2013-09-19 18:01:40.161616-10,,,,,,,4992,,,,
112,2013-09-19 18:01:39.161616-10,,,,,,,4993,,,,
112,2013-09-19 18:01:38.161616-10,,,,,,,4992,,,,
112,2013-09-19 18:01:37.161616-10,,,,4135,0,,4991,,,,
112,2013-09-19 18:01:36.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:35.161616-10,,,,,,,4994,,,,
112,2013-09-19 18:01:34.161616-10,,,,,,,4990,,,,
112,2013-09-19 18:01:33.161616-10,,,,4156,2,,4994,,,,
112,2013-09-19 18:01:32.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:31.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:30.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:29.161616-10,,,,4155,5,,4992,,,,
112,2013-09-19 18:01:28.161616-10,,,,,,,4991,,,,
112,2013-09-19 18:01:27.161616-10,,,,,,,4998,,,,
112,2013-09-19 18:01:26.161616-10,,,,,,,4993,,,,
112,2013-09-19 18:01:25.161616-10,,,,4153,1,,4993,,,,
112,2013-09-19 18:01:24.161616-10,,,,,,,4989,,,,
112,2013-09-19 18:01:23.161616-10,,,,,,,4990,,,,
112,2013-09-19 18:01:22.161616-10,,,,,,,4998,,,,
112,2013-09-19 18:01:21.161616-10,,,,4161,5,,4992,,,,
112,2013-09-19 18:01:20.161616-10,,,,,,,4993,,,,
112,2013-09-19 18:01:19.161616-10,,,,,,,4995,,,,
112,2013-09-19 18:01:18.161616-10,,,,,,,4994,,,,
112,2013-09-19 18:01:17.161616-10,,,,4162,10,,4995,,,,
112,2013-09-19 18:01:16.161616-10,,,,,,,4992,,,,
112,2013-09-19 18:01:15.161616-10,,,,,,,4995,,,,
112,2013-09-19 18:01:14.161616-10,,,,,,,4995,,,,
112,2013-09-19 18:01:13.161616-10,,,,4159,12,,4995,,,,
112,2013-09-19 18:01:12.161616-10,,,,,,,4998,,,,
112,2013-09-19 18:01:11.161616-10,,,,,,,4995,,,,
112,2013-09-19 18:01:10.161616-10,,,,,,,4997,,,,
112,2013-09-19 18:01:09.161616-10,,,,4149,4,,4992,,,,
112,2013-09-19 18:01:08.161616-10,,,,,,,4989,,,,
112,2013-09-19 18:01:07.161616-10,,,,,,,4990,,,,
112,2013-09-19 18:01:06.161616-10,,,,,,,4995,,,,
