address,db_time,uptime_ms,bmp085_temp_decic,bmp085_press_pa,batt_mv,panel_mv,apogee_mv,apogee_w_m2,dallas_amb_c,dallas_roof_c,panel_ua,humidity_centi_pct
115,2013-09-19 17:55:20.080338-10,,,,,,,7,,,,
115,2013-09-19 17:55:19.080338-10,,,,,,,6,,,,
115,2013-09-19 17:55:18.080338-10,,,,,,,6,,,,
115,2013-09-19 17:55:17.080338-10,,,,4044,87,,12,,,,
115,2013-09-19 17:55:16.080338-10,,,,,,,3,,,,
115,2013-09-19 17:55:15.080338-10,,,,,,,13,,,,
115,2013-09-19 17:55:14.080338-10,,,,,,,1,,,,
115,2013-09-19 17:55:13.080338-10,,,,4040,86,,11,,,,
115,2013-09-19 17:55:12.080338-10,,,,,,,5,,,,
115,2013-09-19 17:55:11.080338-10,,,,,,,6,,,,
115,2013-09-19 17:55:10.080338-10,,,,,,,7,,,,
115,2013-09-19 17:55:09.080338-10,,,,4056,109,,6,,,,
115,2013-09-19 17:55:08.080338-10,,,,,,,5,,,,
115,2013-09-19 17:55:07.080338-10,,,,,,,7,,,,
115,2013-09-19 17:55:06.080338-10,,,,,,,3,,,,
115,2013-09-19 17:55:05.080338-10,,,,4052,92,,3,,,,
115,2013-09-19 17:55:04.080338-10,,,,,,,9,,,,
115,2013-09-19 17:55:03.080338-10,,,,,,,7,,,,
115,2013-09-19 17:55:02.080338-10,,,,,,,9,,,,
115,2013-09-19 17:55:01.080338-10,,,,4052,93,,7,,,,
115,2013-09-19 17:55:00.080338-10,,,,,,,8,,,,
115,2013-09-19 17:54:59.080338-10,,,,,,,11,,,,
115,2013-09-19 17:54:58.080338-10,,,,,,,10,,,,
115,2013-09-19 17:54:57.080338-10,,,,4077,84,,13,,,,
115,2013-09-19 17:54:56.080338-10,,,,,,,5,,,,
115,2013-09-19 17:54:55.080338-10,,,,,,,2,,,,
115,2013-09-19 17:54:54.080338-10,,,,,,,9,,,,
115,2013-09-19 17:54:53.080338-10,,,,4057,100,,7,,,,
115,2013-09-19 17:54:52.080338-10,,,,,,,4,,,,
115,2013-09-19 17:54:51.080338-10,,,,,,,9,,,,
115,2013-09-19 17:54:50.080338-10,,,,,,,9,,,,
115,2013-09-19 17:54:49.080338-10,,,,4064,86,,4,,,,
115,2013-09-19 17:54:48.080338-10,,,,,,,6,,,,
115,2013-09-19 17:54:47.080338-10,,,,,,,7,,,,
115,2013-09-19 17:54:46.080338-10,,,,,,,10,,,,
115,2013-09-19 17:54:45.080338-10,,,,4047,82,,8,,,,
115,2013-09-19 17:54:44.080338-10,,,,,,,9,,,,
115,2013-09-19 17:54:43.080338-10,,,,,,,10,,,,
115,2013-09-19 17:54:42.080338-10,,,,,,,11,,,,
115,2013-09-19 17:54:41.080338-10,,,,4058,86,,6,,,,
115,2013-09-19 17:54:40.080338-10,,,,,,,12,,,,
115,2013-09-19 17:54:39.080338-10,,,,,,,7,,,,
115,2013-09-19 17:54:38.080338-10,,,,,,,9,,,,
115,2013-09-19 17:54:37.080338-10,,,,4058,94,,8,,,,
115,2013-09-19 17:54:36.080338-10,,,,,,,7,,,,
115,2013-09-19 17:54:35.080338-10,,,,,,,10,,,,
115,2013-09-19 17:54:34.080338-10,,,,,,,11,,,,
115,2013-09-19 17:54:33.080338-10,,,,4063,91,,7,,,,
115,2013-09-19 17:54:32.080338-10,,,,,,,8,,,,
115,2013-09-19 17:54:31.080338-10,,,,,,,8,,,,
115,2013-09-19 17:54:30.080338-10,,,,,,,5,,,,
115,2013-09-19 17:54:29.080338-10,,,,4057,112,,8,,,,
115,2013-09-19 17:54:28.080338-10,,,,,,,10,,,,
115,2013-09-19 17:54:27.080338-10,,,,,,,9,,,,
115,2013-09-19 17:54:26.080338-10,,,,,,,11,,,,
115,2013-09-19 17:54:25.080338-10,,,,4044,83,,9,,,,
115,2013-09-19 17:54:24.080338-10,,,,,,,13,,,,
115,2013-09-19 17:54:23.080338-10,,,,,,,2,,,,
115,2013-09-19 17:54:22.080338-10,,,,,,,9,,,,
119,2013-09-19 17:55:29.013371-10,128034,288,101048,4098,110,,65,,,,0
119,2013-09-19 17:55:28.013371-10,,,,,,,67,,,,
119,2013-09-19 17:55:27.013371-10,,,,,,,63,,,,
119,2013-09-19 17:55:26.013371-10,,,,,,,70,,,,
119,2013-09-19 17:55:25.013371-10,,,,4108,105,,67,,,,
119,2013-09-19 17:55:24.013371-10,,,,,,,70,,,,
119,2013-09-19 17:55:23.013371-10,,,,,,,63,,,,
119,2013-09-19 17:55:22.013371-10,,,,,,,65,,,,
119,2013-09-19 17:55:21.013371-10,,,,4095,108,,67,,,,
119,2013-09-19 17:55:20.013371-10,,,,,,,53,,,,
119,2013-09-19 17:55:19.013371-10,,,,,,,65,,,,
119,2013-09-19 17:55:18.013371-10,,,,,,,63,,,,
119,2013-09-19 17:55:17.013371-10,,,,4102,113,,62,,,,
119,2013-09-19 17:55:16.013371-10,,,,,,,69,,,,
119,2013-09-19 17:55:15.013371-10,,,,,,,59,,,,
119,2013-09-19 17:55:14.013371-10,,,,,,,57,,,,
119,2013-09-19 17:55:13.013371-10,,,,4101,106,,63,,,,
119,2013-09-19 17:55:12.013371-10,,,,,,,62,,,,
119,2013-09-19 17:55:11.013371-10,,,,,,,59,,,,
119,2013-09-19 17:55:10.013371-10,,,,,,,64,,,,
119,2013-09-19 17:55:09.013371-10,,,,4100,100,,65,,,,
119,2013-09-19 17:55:08.013371-10,,,,,,,60,,,,
119,2013-09-19 17:55:07.013371-10,,,,,,,59,,,,
119,2013-09-19 17:55:06.013371-10,,,,,,,57,,,,
119,2013-09-19 17:55:05.013371-10,,,,4109,102,,63,,,,
119,2013-09-19 17:55:04.013371-10,,,,,,,63,,,,
119,2013-09-19 17:55:03.013371-10,,,,,,,55,,,,
119,2013-09-19 17:55:02.013371-10,,,,,,,47,,,,
119,2013-09-19 17:55:01.013371-10,,,,4112,107,,47,,,,
119,2013-09-19 17:55:00.013371-10,,,,,,,54,,,,
119,2013-09-19 17:54:59.013371-10,,,,,,,52,,,,
119,2013-09-19 17:54:58.013371-10,,,,,,,56,,,,
119,2013-09-19 17:54:57.013371-10,,,,4093,107,,64,,,,
119,2013-09-19 17:54:56.013371-10,,,,,,,53,,,,
119,2013-09-19 17:54:55.013371-10,,,,,,,69,,,,
119,2013-09-19 17:54:54.013371-10,,,,,,,69,,,,
119,2013-09-19 17:54:53.013371-10,,,,4110,87,,71,,,,
119,2013-09-19 17:54:52.013371-10,,,,,,,74,,,,
119,2013-09-19 17:54:51.013371-10,,,,,,,67,,,,
119,2013-09-19 17:54:50.013371-10,,,,,,,69,,,,
119,2013-09-19 17:54:49.013371-10,,,,4104,91,,59,,,,
119,2013-09-19 17:54:48.013371-10,,,,,,,59,,,,
119,2013-09-19 17:54:47.013371-10,,,,,,,49,,,,
119,2013-09-19 17:54:46.013371-10,,,,,,,47,,,,
119,2013-09-19 17:54:45.013371-10,,,,4102,96,,46,,,,
119,2013-09-19 17:54:44.013371-10,,,,,,,39,,,,
119,2013-09-19 17:54:43.013371-10,,,,,,,44,,,,
119,2013-09-19 17:54:42.013371-10,,,,,,,38,,,,
119,2013-09-19 17:54:41.013371-10,,,,4091,89,,43,,,,
119,2013-09-19 17:54:40.013371-10,,,,,,,35,,,,
119,2013-09-19 17:54:39.013371-10,,,,,,,43,,,,
119,2013-09-19 17:54:38.013371-10,,,,,,,37,,,,
119,2013-09-19 17:54:37.013371-10,,,,4103,87,,39,,,,
119,2013-09-19 17:54:36.013371-10,,,,,,,40,,,,
119,2013-09-19 17:54:35.013371-10,,,,,,,39,,,,
119,2013-09-19 17:54:34.013371-10,,,,,,,50,,,,
119,2013-09-19 17:54:33.013371-10,,,,4093,88,,46,,,,
119,2013-09-19 17:54:32.013371-10,,,,,,,38,,,,
119,2013-09-19 17:54:31.013371-10,,,,,,,36,,,,
119,2013-09-19 17:54:30.013371-10,,,,,,,37,,,,
112,2013-09-19 17:57:17.65146-10,,,,,,,4991,,,,
112,2013-09-19 17:57:16.65146-10,,,,,,,4991,,,,
112,2013-09-19 17:57:15.65146-10,,,,4156,134,,4992,,,,
112,2013-09-19 17:57:14.65146-10,,,,,,,4998,,,,
112,2013-09-19 17:57:13.65146-10,,,,,,,4985,,,,
112,2013-09-19 17:57:12.65146-10,,,,,,,4991,,,,
112,2013-09-19 17:57:11.65146-10,,,,4154,131,,4991,,,,
112,2013-09-19 17:57:10.65146-10,,,,,,,4994,,,,
112,2013-09-19 17:57:09.65146-10,,,,,,,4994,,,,
112,2013-09-19 17:57:08.65146-10,,,,,,,4991,,,,
112,2013-09-19 17:57:07.65146-10,,,,4156,128,,4993,,,,
112,2013-09-19 17:57:06.65146-10,,,,,,,4995,,,,
112,2013-09-19 17:57:05.65146-10,,,,,,,4987,,,,
112,2013-09-19 17:57:04.65146-10,,,,,,,4988,,,,
112,2013-09-19 17:57:03.65146-10,,,,4148,130,,4988,,,,
112,2013-09-19 17:57:02.65146-10,,,,,,,4991,,,,
112,2013-09-19 17:57:01.65146-10,,,,,,,4989,,,,
112,2013-09-19 17:57:00.65146-10,,,,,,,4993,,,,
119,2013-09-19 17:58:29.862471-10,157172,288,101054,4090,93,,16,,,,0
119,2013-09-19 17:58:28.862471-10,,,,,,,11,,,,
119,2013-09-19 17:58:27.862471-10,,,,,,,22,,,,
119,2013-09-19 17:58:26.862471-10,,,,,,,19,,,,
119,2013-09-19 17:58:25.862471-10,,,,4105,91,,11,,,,
119,2013-09-19 17:58:24.862471-10,,,,,,,2,,,,
119,2013-09-19 17:58:23.862471-10,,,,,,,9,,,,
119,2013-09-19 17:58:22.862471-10,,,,,,,11,,,,
119,2013-09-19 17:58:21.862471-10,,,,4109,106,,22,,,,
119,2013-09-19 17:58:20.862471-10,,,,,,,16,,,,
119,2013-09-19 17:58:19.862471-10,,,,,,,18,,,,
119,2013-09-19 17:58:18.862471-10,,,,,,,17,,,,
119,2013-09-19 17:58:17.862471-10,,,,4101,106,,4,,,,
119,2013-09-19 17:58:16.862471-10,,,,,,,14,,,,
119,2013-09-19 17:58:15.862471-10,,,,,,,15,,,,
119,2013-09-19 17:58:14.862471-10,,,,,,,13,,,,
119,2013-09-19 17:58:13.862471-10,,,,4103,98,,16,,,,
119,2013-09-19 17:58:12.862471-10,,,,,,,14,,,,
119,2013-09-19 17:58:11.862471-10,,,,,,,18,,,,
119,2013-09-19 17:58:10.862471-10,,,,,,,3,,,,
119,2013-09-19 17:58:09.862471-10,,,,4102,104,,14,,,,
119,2013-09-19 17:58:08.862471-10,,,,,,,13,,,,
119,2013-09-19 17:58:07.862471-10,,,,,,,12,,,,
119,2013-09-19 17:58:06.862471-10,,,,,,,14,,,,
119,2013-09-19 17:58:05.862471-10,,,,4105,113,,16,,,,
119,2013-09-19 17:58:04.862471-10,,,,,,,11,,,,
119,2013-09-19 17:58:03.862471-10,,,,,,,1,,,,
119,2013-09-19 17:58:02.862471-10,,,,,,,8,,,,
119,2013-09-19 17:58:01.862471-10,,,,4098,113,,13,,,,
119,2013-09-19 17:58:00.862471-10,,,,,,,13,,,,
119,2013-09-19 17:57:59.862471-10,,,,,,,15,,,,
119,2013-09-19 17:57:58.862471-10,,,,,,,13,,,,
119,2013-09-19 17:57:57.862471-10,,,,4094,112,,0,,,,
119,2013-09-19 17:57:56.862471-10,,,,,,,3,,,,
119,2013-09-19 17:57:55.862471-10,,,,,,,13,,,,
119,2013-09-19 17:57:54.862471-10,,,,,,,15,,,,
119,2013-09-19 17:57:53.862471-10,,,,4096,106,,14,,,,
119,2013-09-19 17:57:52.862471-10,,,,,,,11,,,,
119,2013-09-19 17:57:51.862471-10,,,,,,,7,,,,
119,2013-09-19 17:57:50.862471-10,,,,,,,1,,,,
119,2013-09-19 17:57:49.862471-10,,,,4099,114,,0,,,,
119,2013-09-19 17:57:48.862471-10,,,,,,,2,,,,
119,2013-09-19 17:57:47.862471-10,,,,,,,5,,,,
119,2013-09-19 17:57:46.862471-10,,,,,,,0,,,,
119,2013-09-19 17:57:45.862471-10,,,,4097,105,,11,,,,
119,2013-09-19 17:57:44.862471-10,,,,,,,3,,,,
119,2013-09-19 17:57:43.862471-10,,,,,,,3,,,,
119,2013-09-19 17:57:42.862471-10,,,,,,,0,,,,
119,2013-09-19 17:57:41.862471-10,,,,4098,116,,0,,,,
119,2013-09-19 17:57:40.862471-10,,,,,,,2,,,,
119,2013-09-19 17:57:39.862471-10,,,,,,,1,,,,
119,2013-09-19 17:57:38.862471-10,,,,,,,4,,,,
119,2013-09-19 17:57:37.862471-10,,,,4098,111,,3,,,,
119,2013-09-19 17:57:36.862471-10,,,,,,,1,,,,
119,2013-09-19 17:57:35.862471-10,,,,,,,1,,,,
119,2013-09-19 17:57:34.862471-10,,,,,,,1,,,,
119,2013-09-19 17:57:33.862471-10,,,,4105,114,,2,,,,
119,2013-09-19 17:57:32.862471-10,,,,,,,1,,,,
119,2013-09-19 17:57:31.862471-10,,,,,,,2,,,,
119,2013-09-19 17:57:30.862471-10,,,,,,,0,,,,
115,2013-09-19 17:58:36.596458-10,128043,272,101047,4055,87,,15,,,,0
115,2013-09-19 17:58:35.596458-10,,,,,,,13,,,,
115,2013-09-19 17:58:34.596458-10,,,,,,,8,,,,
115,2013-09-19 17:58:33.596458-10,,,,,,,8,,,,
115,2013-09-19 17:58:32.596458-10,,,,4051,89,,5,,,,
115,2013-09-19 17:58:31.596458-10,,,,,,,7,,,,
115,2013-09-19 17:58:30.596458-10,,,,,,,7,,,,
115,2013-09-19 17:58:29.596458-10,,,,,,,5,,,,
115,2013-09-19 17:58:28.596458-10,,,,4055,87,,8,,,,
115,2013-09-19 17:58:27.596458-10,,,,,,,8,,,,
115,2013-09-19 17:58:26.596458-10,,,,,,,11,,,,
115,2013-09-19 17:58:25.596458-10,,,,,,,14,,,,
115,2013-09-19 17:58:24.596458-10,,,,4043,94,,9,,,,
115,2013-09-19 17:58:23.596458-10,,,,,,,12,,,,
115,2013-09-19 17:58:22.596458-10,,,,,,,9,,,,
115,2013-09-19 17:58:21.596458-10,,,,,,,12,,,,
115,2013-09-19 17:58:20.596458-10,,,,4050,95,,8,,,,
115,2013-09-19 17:58:19.596458-10,,,,,,,7,,,,
115,2013-09-19 17:58:18.596458-10,,,,,,,7,,,,
115,2013-09-19 17:58:17.596458-10,,,,,,,10,,,,
115,2013-09-19 17:58:16.596458-10,,,,4068,91,,3,,,,
115,2013-09-19 17:58:15.596458-10,,,,,,,14,,,,
115,2013-09-19 17:58:14.596458-10,,,,,,,13,,,,
115,2013-09-19 17:58:13.596458-10,,,,,,,10,,,,
115,2013-09-19 17:58:12.596458-10,,,,4043,86,,14,,,,
115,2013-09-19 17:58:11.596458-10,,,,,,,5,,,,
115,2013-09-19 17:58:10.596458-10,,,,,,,7,,,,
115,2013-09-19 17:58:09.596458-10,,,,,,,8,,,,
115,2013-09-19 17:58:08.596458-10,,,,4054,81,,6,,,,
115,2013-09-19 17:58:07.596458-10,,,,,,,6,,,,
115,2013-09-19 17:58:06.596458-10,,,,,,,6,,,,
115,2013-09-19 17:58:05.596458-10,,,,,,,7,,,,
115,2013-09-19 17:58:04.596458-10,,,,4058,87,,6,,,,
115,2013-09-19 17:58:03.596458-10,,,,,,,11,,,,
115,2013-09-19 17:58:02.596458-10,,,,,,,10,,,,
115,2013-09-19 17:58:01.596458-10,,,,,,,6,,,,
115,2013-09-19 17:58:00.596458-10,,,,4059,88,,10,,,,
115,2013-09-19 17:57:59.596458-10,,,,,,,5,,,,
115,2013-09-19 17:57:58.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:57.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:56.596458-10,,,,4058,93,,11,,,,
115,2013-09-19 17:57:55.596458-10,,,,,,,10,,,,
115,2013-09-19 17:57:54.596458-10,,,,,,,10,,,,
115,2013-09-19 17:57:53.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:52.596458-10,,,,4048,92,,9,,,,
115,2013-09-19 17:57:51.596458-10,,,,,,,7,,,,
115,2013-09-19 17:57:50.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:49.596458-10,,,,,,,8,,,,
115,2013-09-19 17:57:48.596458-10,,,,4059,86,,6,,,,
115,2013-09-19 17:57:47.596458-10,,,,,,,4,,,,
115,2013-09-19 17:57:46.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:45.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:44.596458-10,,,,4042,94,,9,,,,
115,2013-09-19 17:57:43.596458-10,,,,,,,6,,,,
115,2013-09-19 17:57:42.596458-10,,,,,,,7,,,,
115,2013-09-19 17:57:41.596458-10,,,,,,,9,,,,
115,2013-09-19 17:57:40.596458-10,,,,4050,87,,3,,,,
115,2013-09-19 17:57:39.596458-10,,,,,,,7,,,,
115,2013-09-19 17:57:38.596458-10,,,,,,,12,,,,
115,2013-09-19 17:57:37.596458-10,,,,,,,8,,,,
112,2013-09-19 17:59:01.059477-10,177905,314,100942,4158,116,,4991,,,,0
112,2013-09-19 17:59:00.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:59.059477-10,,,,,,,4992,,,,
112,2013-09-19 17:58:58.059477-10,,,,,,,4994,,,,
112,2013-09-19 17:58:57.059477-10,,,,4147,102,,4994,,,,
112,2013-09-19 17:58:56.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:55.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:54.059477-10,,,,,,,4994,,,,
112,2013-09-19 17:58:53.059477-10,,,,4153,94,,4990,,,,
112,2013-09-19 17:58:52.059477-10,,,,,,,4983,,,,
112,2013-09-19 17:58:51.059477-10,,,,,,,4995,,,,
112,2013-09-19 17:58:50.059477-10,,,,,,,4986,,,,
112,2013-09-19 17:58:49.059477-10,,,,4136,94,,4987,,,,
112,2013-09-19 17:58:48.059477-10,,,,,,,4994,,,,
112,2013-09-19 17:58:47.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:46.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:45.059477-10,,,,4146,101,,4986,,,,
112,2013-09-19 17:58:44.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:43.059477-10,,,,,,,4980,,,,
112,2013-09-19 17:58:42.059477-10,,,,,,,4993,,,,
112,2013-09-19 17:58:41.059477-10,,,,4161,114,,4996,,,,
112,2013-09-19 17:58:40.059477-10,,,,,,,4987,,,,
112,2013-09-19 17:58:39.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:38.059477-10,,,,,,,4995,,,,
112,2013-09-19 17:58:37.059477-10,,,,4147,109,,4993,,,,
112,2013-09-19 17:58:36.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:35.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:34.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:33.059477-10,,,,4145,96,,4987,,,,
112,2013-09-19 17:58:32.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:31.059477-10,,,,,,,4992,,,,
112,2013-09-19 17:58:30.059477-10,,,,,,,4987,,,,
112,2013-09-19 17:58:29.059477-10,,,,4151,101,,4986,,,,
112,2013-09-19 17:58:28.059477-10,,,,,,,4989,,,,
112,2013-09-19 17:58:27.059477-10,,,,,,,4995,,,,
112,2013-09-19 17:58:26.059477-10,,,,,,,4993,,,,
112,2013-09-19 17:58:25.059477-10,,,,4142,95,,4989,,,,
112,2013-09-19 17:58:24.059477-10,,,,,,,4985,,,,
112,2013-09-19 17:58:23.059477-10,,,,,,,4993,,,,
112,2013-09-19 17:58:22.059477-10,,,,,,,4992,,,,
112,2013-09-19 17:58:21.059477-10,,,,4163,111,,4990,,,,
112,2013-09-19 17:58:20.059477-10,,,,,,,4992,,,,
112,2013-09-19 17:58:19.059477-10,,,,,,,4989,,,,
112,2013-09-19 17:58:18.059477-10,,,,,,,4996,,,,
112,2013-09-19 17:58:17.059477-10,,,,4160,114,,4992,,,,
112,2013-09-19 17:58:16.059477-10,,,,,,,4995,,,,
112,2013-09-19 17:58:15.059477-10,,,,,,,4989,,,,
112,2013-09-19 17:58:14.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:13.059477-10,,,,4152,110,,4990,,,,
112,2013-09-19 17:58:12.059477-10,,,,,,,4993,,,,
112,2013-09-19 17:58:11.059477-10,,,,,,,4995,,,,
112,2013-09-19 17:58:10.059477-10,,,,,,,4990,,,,
112,2013-09-19 17:58:09.059477-10,,,,4150,102,,4991,,,,
112,2013-09-19 17:58:08.059477-10,,,,,,,4988,,,,
112,2013-09-19 17:58:07.059477-10,,,,,,,4989,,,,
112,2013-09-19 17:58:06.059477-10,,,,,,,4988,,,,
112,2013-09-19 17:58:05.059477-10,,,,4160,5,,4994,,,,
112,2013-09-19 17:58:04.059477-10,,,,,,,4992,,,,
112,2013-09-19 17:58:03.059477-10,,,,,,,4991,,,,
112,2013-09-19 17:58:02.059477-10,,,,,,,4995,,,,
119,2013-09-19 17:59:30.157548-10,166883,285,101063,4103,97,,1,,,,0
119,2013-09-19 17:59:29.157548-10,,,,,,,2,,,,
119,2013-09-19 17:59:28.157548-10,,,,,,,2,,,,
119,2013-09-19 17:59:27.157548-10,,,,,,,1,,,,
119,2013-09-19 17:59:26.157548-10,,,,4097,102,,3,,,,
119,2013-09-19 17:59:25.157548-10,,,,,,,2,,,,
119,2013-09-19 17:59:24.157548-10,,,,,,,0,,,,
119,2013-09-19 17:59:23.157548-10,,,,,,,2,,,,
119,2013-09-19 17:59:22.157548-10,,,,4113,89,,2,,,,
119,2013-09-19 17:59:21.157548-10,,,,,,,1,,,,
119,2013-09-19 17:59:20.157548-10,,,,,,,0,,,,
119,2013-09-19 17:59:19.157548-10,,,,,,,0,,,,
119,2013-09-19 17:59:18.157548-10,,,,4101,90,,2,,,,
119,2013-09-19 17:59:17.157548-10,,,,,,,1,,,,
119,2013-09-19 17:59:16.157548-10,,,,,,,3,,,,
119,2013-09-19 17:59:15.157548-10,,,,,,,1,,,,
119,2013-09-19 17:59:14.157548-10,,,,4101,102,,9,,,,
119,2013-09-19 17:59:13.157548-10,,,,,,,0,,,,
119,2013-09-19 17:59:12.157548-10,,,,,,,4,,,,
119,2013-09-19 17:59:11.157548-10,,,,,,,6,,,,
119,2013-09-19 17:59:10.157548-10,,,,4113,119,,5,,,,
119,2013-09-19 17:59:09.157548-10,,,,,,,9,,,,
119,2013-09-19 17:59:08.157548-10,,,,,,,13,,,,
119,2013-09-19 17:59:07.157548-10,,,,,,,9,,,,
119,2013-09-19 17:59:06.157548-10,,,,4109,109,,15,,,,
119,2013-09-19 17:59:05.157548-10,,,,,,,16,,,,
119,2013-09-19 17:59:04.157548-10,,,,,,,18,,,,
119,2013-09-19 17:59:03.157548-10,,,,,,,17,,,,
119,2013-09-19 17:59:02.157548-10,,,,4094,107,,22,,,,
119,2013-09-19 17:59:01.157548-10,,,,,,,14,,,,
119,2013-09-19 17:59:00.157548-10,,,,,,,13,,,,
119,2013-09-19 17:58:59.157548-10,,,,,,,18,,,,
119,2013-09-19 17:58:58.157548-10,,,,4108,113,,14,,,,
119,2013-09-19 17:58:57.157548-10,,,,,,,20,,,,
119,2013-09-19 17:58:56.157548-10,,,,,,,13,,,,
119,2013-09-19 17:58:55.157548-10,,,,,,,16,,,,
119,2013-09-19 17:58:54.157548-10,,,,4108,108,,13,,,,
119,2013-09-19 17:58:53.157548-10,,,,,,,22,,,,
119,2013-09-19 17:58:52.157548-10,,,,,,,19,,,,
119,2013-09-19 17:58:51.157548-10,,,,,,,13,,,,
119,2013-09-19 17:58:50.157548-10,,,,4110,101,,15,,,,
119,2013-09-19 17:58:49.157548-10,,,,,,,22,,,,
119,2013-09-19 17:58:48.157548-10,,,,,,,18,,,,
119,2013-09-19 17:58:47.157548-10,,,,,,,22,,,,
119,2013-09-19 17:58:46.157548-10,,,,4103,113,,22,,,,
119,2013-09-19 17:58:45.157548-10,,,,,,,21,,,,
119,2013-09-19 17:58:44.157548-10,,,,,,,28,,,,
119,2013-09-19 17:58:43.157548-10,,,,,,,10,,,,
119,2013-09-19 17:58:42.157548-10,,,,4098,105,,20,,,,
119,2013-09-19 17:58:41.157548-10,,,,,,,15,,,,
119,2013-09-19 17:58:40.157548-10,,,,,,,15,,,,
119,2013-09-19 17:58:39.157548-10,,,,,,,13,,,,
119,2013-09-19 17:58:38.157548-10,,,,4099,102,,16,,,,
119,2013-09-19 17:58:37.157548-10,,,,,,,26,,,,
119,2013-09-19 17:58:36.157548-10,,,,,,,22,,,,
119,2013-09-19 17:58:35.157548-10,,,,,,,21,,,,
119,2013-09-19 17:58:34.157548-10,,,,4099,107,,23,,,,
119,2013-09-19 17:58:33.157548-10,,,,,,,24,,,,
119,2013-09-19 17:58:32.157548-10,,,,,,,4,,,,
119,2013-09-19 17:58:31.157548-10,,,,,,,12,,,,
115,2013-09-19 17:59:41.772503-10,137751,272,101033,4055,96,,5,,,,0
115,2013-09-19 17:59:40.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:39.772503-10,,,,,,,8,,,,
115,2013-09-19 17:59:38.772503-10,,,,,,,12,,,,
115,2013-09-19 17:59:37.772503-10,,,,4050,92,,5,,,,
115,2013-09-19 17:59:36.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:35.772503-10,,,,,,,3,,,,
115,2013-09-19 17:59:34.772503-10,,,,,,,0,,,,
115,2013-09-19 17:59:33.772503-10,,,,4048,89,,3,,,,
115,2013-09-19 17:59:32.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:31.772503-10,,,,,,,8,,,,
115,2013-09-19 17:59:30.772503-10,,,,,,,2,,,,
115,2013-09-19 17:59:29.772503-10,,,,4054,92,,5,,,,
115,2013-09-19 17:59:28.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:27.772503-10,,,,,,,3,,,,
115,2013-09-19 17:59:26.772503-10,,,,,,,2,,,,
115,2013-09-19 17:59:25.772503-10,,,,4060,99,,5,,,,
115,2013-09-19 17:59:24.772503-10,,,,,,,3,,,,
115,2013-09-19 17:59:23.772503-10,,,,,,,7,,,,
115,2013-09-19 17:59:22.772503-10,,,,,,,6,,,,
115,2013-09-19 17:59:21.772503-10,,,,4046,86,,3,,,,
115,2013-09-19 17:59:20.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:19.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:18.772503-10,,,,,,,8,,,,
115,2013-09-19 17:59:17.772503-10,,,,4054,103,,4,,,,
115,2013-09-19 17:59:16.772503-10,,,,,,,6,,,,
115,2013-09-19 17:59:15.772503-10,,,,,,,4,,,,
115,2013-09-19 17:59:14.772503-10,,,,,,,9,,,,
115,2013-09-19 17:59:13.772503-10,,,,4056,95,,2,,,,
115,2013-09-19 17:59:12.772503-10,,,,,,,7,,,,
115,2013-09-19 17:59:11.772503-10,,,,,,,7,,,,
115,2013-09-19 17:59:10.772503-10,,,,,,,8,,,,
115,2013-09-19 17:59:09.772503-10,,,,4054,86,,29,,,,
115,2013-09-19 17:59:08.772503-10,,,,,,,64,,,,
115,2013-09-19 17:59:07.772503-10,,,,,,,86,,,,
115,2013-09-19 17:59:06.772503-10,,,,,,,53,,,,
115,2013-09-19 17:59:05.772503-10,,,,4065,107,,46,,,,
115,2013-09-19 17:59:04.772503-10,,,,,,,41,,,,
115,2013-09-19 17:59:03.772503-10,,,,,,,53,,,,
115,2013-09-19 17:59:02.772503-10,,,,,,,40,,,,
115,2013-09-19 17:59:01.772503-10,,,,4073,102,,30,,,,
115,2013-09-19 17:59:00.772503-10,,,,,,,34,,,,
115,2013-09-19 17:58:59.772503-10,,,,,,,46,,,,
115,2013-09-19 17:58:58.772503-10,,,,,,,52,,,,
