address,db_time,uptime_ms,bmp085_temp_decic,bmp085_press_pa,batt_mv,panel_mv,apogee_mv,apogee_w_m2,panel_ma
102,2013-07-05 10:27:53.063298-10,130195600,0,235,3895,4545,108,540,15180
104,2013-07-05 10:27:55.174274-10,132593209,432,101151,4120,4535,327,1635,15589
102,2013-07-05 10:28:07.845298-10,130210400,0,235,3929,4506,108,540,14839
104,2013-07-05 10:28:09.98428-10,132608009,432,101154,4110,4535,327,1635,15480
102,2013-07-05 10:28:22.634303-10,130225200,0,235,3910,4506,108,540,14760
104,2013-07-05 10:28:24.799286-10,132622809,432,101142,4105,4584,327,1635,15539
102,2013-07-05 10:28:37.422319-10,130240000,0,235,3929,4545,108,540,14720
104,2013-07-05 10:28:39.612299-10,132637609,432,101148,4110,4574,328,1640,15520
102,2013-07-05 10:28:52.209312-10,130254800,0,235,3910,4506,108,540,14789
104,2013-07-05 10:28:54.432304-10,132652409,432,101150,4110,4584,327,1635,15420
102,2013-07-05 10:29:06.994343-10,130269600,0,235,3870,4525,109,545,15239
104,2013-07-05 10:29:09.24832-10,132667209,432,101146,4105,4555,327,1635,15330
102,2013-07-05 10:29:21.779335-10,130284400,0,235,3919,4506,108,540,14689
104,2013-07-05 10:29:24.054329-10,132682009,432,101141,4120,4545,327,1635,15500
102,2013-07-05 10:29:36.560357-10,130299200,0,235,3875,4525,108,540,14739
104,2013-07-05 10:29:38.859332-10,132696809,431,101146,4120,4545,328,1640,15889
102,2013-07-05 10:29:51.346356-10,130314000,0,235,3885,4525,108,540,14800
104,2013-07-05 10:29:53.679344-10,132711609,432,101146,4134,4574,328,1640,15689
102,2013-07-05 10:30:06.138378-10,130328800,0,235,3929,4506,108,540,15400
104,2013-07-05 10:30:08.490361-10,132726409,432,101159,4139,4535,328,1640,15320
102,2013-07-05 10:30:20.924371-10,130343600,0,235,3885,4545,109,545,14960
104,2013-07-05 10:30:23.304361-10,132741209,432,101145,4154,4535,327,1635,15300
102,2013-07-05 10:30:35.712392-10,130358400,0,235,3885,4516,108,540,14720
104,2013-07-05 10:30:38.117384-10,132756009,432,101149,4120,4584,327,1635,15530
102,2013-07-05 10:30:50.497415-10,130373200,0,235,3875,4506,109,545,14789
104,2013-07-05 10:30:52.929398-10,132770809,432,101148,4144,4574,327,1635,15439
102,2013-07-05 10:31:05.281423-10,130388000,0,235,3929,4506,108,540,14920
104,2013-07-05 10:31:07.741409-10,132785609,432,101147,4110,4535,327,1635,15480
102,2013-07-05 10:31:20.069423-10,130402800,0,235,3910,4535,108,540,14880
104,2013-07-05 10:31:22.553413-10,132800409,432,101146,4130,4555,327,1635,15380
102,2013-07-05 10:31:34.850424-10,130417600,0,235,3929,4506,109,545,14800
104,2013-07-05 10:31:37.368411-10,132815209,432,101142,4105,4555,328,1640,15089
102,2013-07-05 10:31:49.637444-10,130432400,0,235,3929,4506,108,540,14939
104,2013-07-05 10:31:52.181429-10,132830009,432,101140,4110,4574,328,1640,15310
102,2013-07-05 10:32:04.421461-10,130447200,0,235,3910,4545,109,545,14810
104,2013-07-05 10:32:07.001441-10,132844809,432,101143,4144,4574,327,1635,15830
102,2013-07-05 10:32:19.212445-10,130462000,0,235,3929,4506,108,540,14920
104,2013-07-05 10:32:21.810437-10,132859609,432,101145,4110,4584,327,1635,15660
102,2013-07-05 10:32:33.996453-10,130476800,0,235,3890,4516,108,540,15110
104,2013-07-05 10:32:36.621454-10,132874409,433,101147,4110,4584,328,1640,15310
102,2013-07-05 10:32:48.786463-10,130491600,0,235,3905,4545,108,540,14850
104,2013-07-05 10:32:51.450454-10,132889209,433,101143,4125,4574,328,1640,15260
102,2013-07-05 10:33:03.568478-10,130506400,0,235,3919,4535,108,540,14900
104,2013-07-05 10:33:06.244474-10,132904009,433,101138,4105,4574,328,1640,15370
102,2013-07-05 10:33:18.353502-10,130521200,0,235,3919,4535,108,540,14760
104,2013-07-05 10:33:21.061492-10,132918809,433,101145,4105,4584,327,1635,15880
102,2013-07-05 10:33:33.13353-10,130536000,0,235,3875,4535,108,540,14910
104,2013-07-05 10:33:35.881526-10,132933609,433,101138,4139,4545,328,1640,15789
102,2013-07-05 10:33:47.923495-10,130550800,0,235,3910,4516,108,540,14980
104,2013-07-05 10:33:50.686489-10,132948409,433,101138,4154,4545,327,1635,15270
102,2013-07-05 10:34:02.711523-10,130565600,0,235,3885,4525,109,545,14830
104,2013-07-05 10:34:05.495519-10,132963209,434,101141,4125,4584,328,1640,15430
102,2013-07-05 10:34:17.49552-10,130580400,0,235,3856,4506,108,540,15089
104,2013-07-05 10:34:20.311506-10,132978009,434,101137,4105,4584,328,1640,15700
102,2013-07-05 10:34:32.283536-10,130595200,0,235,3929,4516,108,540,14730
104,2013-07-05 10:34:35.125556-10,132992809,434,101136,4144,4545,328,1640,15639
102,2013-07-05 10:34:47.068535-10,130610000,0,235,3905,4545,108,540,14880
104,2013-07-05 10:34:49.93853-10,133007609,434,101140,4110,4584,327,1635,15610
102,2013-07-05 10:35:01.85956-10,130624800,0,235,3929,4506,108,540,14910
104,2013-07-05 10:35:04.751553-10,133022409,435,101135,4125,4574,328,1640,15380
102,2013-07-05 10:35:16.64355-10,130639600,0,235,3905,4506,108,540,14780
104,2013-07-05 10:35:19.566547-10,133037209,435,101143,4130,4584,328,1640,15220
102,2013-07-05 10:35:31.428573-10,130654400,0,235,3919,4545,108,540,14770
104,2013-07-05 10:35:34.375571-10,133052009,435,101138,4139,4545,327,1635,15460
102,2013-07-05 10:35:46.212573-10,130669200,0,235,3919,4545,108,540,15139
104,2013-07-05 10:35:49.195562-10,133066809,435,101139,4125,4535,327,1635,15530
102,2013-07-05 10:36:00.99859-10,130684000,0,235,3919,4545,108,540,14689
104,2013-07-05 10:36:04.009618-10,133081609,436,101147,4130,4535,327,1635,15410
102,2013-07-05 10:36:15.788593-10,130698800,0,235,3910,4506,108,540,14970
104,2013-07-05 10:36:18.820595-10,133096409,436,101144,4105,4574,328,1640,15610
102,2013-07-05 10:36:30.568613-10,130713600,0,235,3856,4525,108,540,14770
104,2013-07-05 10:36:33.627609-10,133111209,436,101146,4164,4555,328,1640,15600
102,2013-07-05 10:36:45.362613-10,130728400,0,235,3919,4545,108,540,15030
104,2013-07-05 10:36:48.437635-10,133126009,437,101138,4164,4555,328,1640,15670
102,2013-07-05 10:37:00.140626-10,130743200,0,235,3919,4545,108,540,14770
104,2013-07-05 10:37:03.254635-10,133140809,437,101137,4130,4584,328,1640,15530
102,2013-07-05 10:37:14.928631-10,130758000,0,235,3856,4525,108,540,14950
104,2013-07-05 10:37:18.066632-10,133155609,437,101137,4130,4584,327,1635,15380
102,2013-07-05 10:37:29.717669-10,130772800,0,235,3929,4506,108,540,14870
104,2013-07-05 10:37:32.879629-10,133170409,437,101135,4130,4584,327,1635,15410
102,2013-07-05 10:37:44.50867-10,130787600,0,235,3919,4535,108,540,14800
104,2013-07-05 10:37:47.692643-10,133185209,438,101136,4134,4565,328,1640,15370
102,2013-07-05 10:37:59.28766-10,130802400,0,235,3856,4525,108,540,15120
104,2013-07-05 10:38:02.506671-10,133200009,438,101142,4154,4555,328,1640,15370
102,2013-07-05 10:38:14.073688-10,130817200,0,235,3885,4535,108,540,15339
104,2013-07-05 10:38:17.334662-10,133214809,439,101136,4159,4565,328,1640,15820
102,2013-07-05 10:38:28.85869-10,130832000,0,235,3934,4525,108,540,15300
104,2013-07-05 10:38:32.131667-10,133229609,439,101140,4130,4535,327,1635,15589
102,2013-07-05 10:38:43.645719-10,130846800,0,235,3934,4506,108,540,14870
104,2013-07-05 10:38:46.946673-10,133244409,439,101146,4144,4584,327,1635,15510
102,2013-07-05 10:38:58.440691-10,130861600,0,235,3919,4535,108,540,14639
104,2013-07-05 10:39:01.759851-10,133259209,440,101141,4139,4574,328,1640,15439
102,2013-07-05 10:39:13.218711-10,130876400,0,235,3929,4525,108,540,14950
104,2013-07-05 10:39:16.581721-10,133274009,440,101137,4149,4584,328,1640,15300
102,2013-07-05 10:39:28.004723-10,130891200,0,235,3929,4525,108,540,15230
104,2013-07-05 10:39:31.385723-10,133288809,440,101146,4173,4574,328,1640,15420
102,2013-07-05 10:39:42.78873-10,130906000,0,235,3905,4535,108,540,14920
104,2013-07-05 10:39:46.19671-10,133303609,441,101135,4173,4584,327,1635,15539
102,2013-07-05 10:39:57.574722-10,130920800,0,235,3939,4535,108,540,14610
104,2013-07-05 10:40:01.017772-10,133318409,441,101143,4125,4584,327,1635,15600
102,2013-07-05 10:40:12.36177-10,130935600,0,235,3914,4535,108,540,14560
104,2013-07-05 10:40:15.832732-10,133333209,441,101138,4173,4584,328,1640,15630
102,2013-07-05 10:40:27.157768-10,130950400,0,235,3919,4506,108,540,15400
104,2013-07-05 10:40:30.637793-10,133348009,442,101132,4149,4545,327,1635,15270
102,2013-07-05 10:40:41.939762-10,130965200,0,235,3885,4535,108,540,15180
104,2013-07-05 10:40:45.454751-10,133362809,442,101132,4149,4565,328,1640,15100
102,2013-07-05 10:40:56.721796-10,130980000,0,235,3914,4525,107,535,14620
104,2013-07-05 10:41:00.26179-10,133377609,443,101140,4164,4584,327,1635,16030
102,2013-07-05 10:41:11.507785-10,130994800,0,235,3914,4535,107,535,14860
104,2013-07-05 10:41:15.075766-10,133392409,443,101138,4164,4555,328,1640,15630
102,2013-07-05 10:41:26.297816-10,131009600,0,235,3905,4535,108,540,14970
104,2013-07-05 10:41:29.892797-10,133407209,443,101147,4144,4584,327,1635,15639
102,2013-07-05 10:41:41.076796-10,131024400,0,235,3914,4545,108,540,15000
104,2013-07-05 10:41:44.702794-10,133422009,444,101138,4130,4565,328,1640,15370
102,2013-07-05 10:41:55.874801-10,131039200,0,235,3895,4506,107,535,14750
104,2013-07-05 10:41:59.524799-10,133436809,444,101140,4159,4535,328,1640,15350
102,2013-07-05 10:42:10.645846-10,131054000,0,235,3895,4516,108,540,14739
104,2013-07-05 10:42:14.3278-10,133451609,444,101143,4149,4574,328,1640,15389
102,2013-07-05 10:42:25.437847-10,131068800,0,235,3934,4506,108,540,14700
104,2013-07-05 10:42:29.142835-10,133466409,444,101135,4173,4555,328,1640,15380
102,2013-07-05 10:42:40.22186-10,131083600,0,235,3934,4506,108,540,14670
104,2013-07-05 10:42:43.954827-10,133481209,445,101142,4130,4574,327,1635,16480
102,2013-07-05 10:42:55.007839-10,131098400,0,235,3870,4535,108,540,15030
104,2013-07-05 10:42:58.770841-10,133496009,445,101137,4149,4584,327,1635,16830
102,2013-07-05 10:43:09.790857-10,131113200,0,235,3939,4506,108,540,14750
104,2013-07-05 10:43:13.58484-10,133510809,445,101133,4159,4545,328,1640,15210
102,2013-07-05 10:43:24.584858-10,131128000,0,235,3934,4506,108,540,14620
104,2013-07-05 10:43:28.39687-10,133525609,446,101142,4149,4584,328,1640,15339
102,2013-07-05 10:43:39.366868-10,131142800,0,235,3914,4506,107,535,15910
104,2013-07-05 10:43:43.210868-10,133540409,446,101139,4173,4555,327,1635,15130
102,2013-07-05 10:43:54.153891-10,131157600,0,235,3895,4535,108,540,15139
104,2013-07-05 10:43:58.021898-10,133555209,447,101144,4149,4565,327,1635,15960
102,2013-07-05 10:44:08.939889-10,131172400,0,235,3924,4545,108,540,15120
104,2013-07-05 10:44:12.832875-10,133570009,447,101138,4159,4545,328,1640,15600
102,2013-07-05 10:44:23.723889-10,131187200,0,235,3939,4525,108,540,14760
104,2013-07-05 10:44:27.647882-10,133584809,447,101129,4178,4555,328,1640,15530
102,2013-07-05 10:44:38.513933-10,131202000,0,235,3934,4506,107,535,14830
104,2013-07-05 10:44:42.464895-10,133599609,447,101137,4178,4535,327,1635,15380
102,2013-07-05 10:44:53.302903-10,131216800,0,235,3939,4506,108,540,14800
104,2013-07-05 10:44:57.276905-10,133614409,447,101136,4178,4555,328,1640,15310
102,2013-07-05 10:45:08.085963-10,131231600,0,235,3934,4506,107,535,15080
104,2013-07-05 10:45:12.086917-10,133629209,447,101139,4164,4574,328,1640,15560
102,2013-07-05 10:45:22.868927-10,131246400,0,235,3914,4525,107,535,14800
104,2013-07-05 10:45:26.902921-10,133644009,448,101133,4193,4565,328,1640,15600
102,2013-07-05 10:45:37.656939-10,131261200,0,235,3875,4506,108,540,14660
104,2013-07-05 10:45:41.715935-10,133658809,448,101141,4193,4555,328,1640,15439
102,2013-07-05 10:45:52.443941-10,131276000,0,235,3939,4506,108,540,14700
104,2013-07-05 10:45:56.532943-10,133673609,448,101139,4149,4584,327,1635,15480
102,2013-07-05 10:46:07.226963-10,131290800,0,235,3895,4525,108,540,15060
104,2013-07-05 10:46:11.341959-10,133688409,448,101145,4159,4545,328,1640,15489
102,2013-07-05 10:46:22.009973-10,131305600,0,235,3905,4535,108,540,14920
104,2013-07-05 10:46:26.152959-10,133703209,448,101144,4139,4584,328,1640,15420
102,2013-07-05 10:46:36.807983-10,131320400,0,235,3919,4545,108,540,14830
104,2013-07-05 10:46:40.964976-10,133718009,448,101133,4159,4545,328,1640,15470
102,2013-07-05 10:46:51.585983-10,131335200,0,235,3875,4506,107,535,14850
104,2013-07-05 10:46:55.77998-10,133732809,448,101142,4178,4555,328,1640,15839
102,2013-07-05 10:47:06.371006-10,131350000,0,235,3924,4535,108,540,14800
104,2013-07-05 10:47:10.593992-10,133747609,449,101135,4149,4565,327,1635,15520
102,2013-07-05 10:47:21.15501-10,131364800,0,235,3939,4506,107,535,14950
104,2013-07-05 10:47:25.406996-10,133762409,449,101149,4193,4555,328,1640,15300
102,2013-07-05 10:47:35.945015-10,131379600,0,235,3924,4545,108,540,14889
104,2013-07-05 10:47:40.216009-10,133777209,449,101141,4178,4535,327,1635,15339
102,2013-07-05 10:47:50.727018-10,131394400,0,235,3919,4545,108,540,14850
104,2013-07-05 10:47:55.034013-10,133792009,449,101135,4159,4535,327,1635,15689
102,2013-07-05 10:48:05.517035-10,131409200,0,235,3905,4535,108,540,14820
104,2013-07-05 10:48:09.847024-10,133806809,449,101137,4193,4555,328,1640,15460
102,2013-07-05 10:48:20.305037-10,131424000,0,235,3924,4545,108,540,14820
104,2013-07-05 10:48:24.660039-10,133821609,449,101139,4193,4555,328,1640,15689
102,2013-07-05 10:48:35.091051-10,131438800,0,235,3914,4535,107,535,14789
104,2013-07-05 10:48:39.472045-10,133836409,450,101140,4149,4584,328,1640,15489
102,2013-07-05 10:48:49.871053-10,131453600,0,235,3939,4506,108,540,14839
104,2013-07-05 10:48:54.287041-10,133851209,450,101138,4193,4535,327,1635,15289
102,2013-07-05 10:49:04.665074-10,131468400,0,235,3905,4525,107,535,15060
104,2013-07-05 10:49:09.09706-10,133866009,450,101132,4178,4535,327,1635,15410
102,2013-07-05 10:49:19.450075-10,131483200,0,235,3905,4535,108,540,14810
104,2013-07-05 10:49:23.91407-10,133880809,450,101129,4178,4535,327,1635,15380
102,2013-07-05 10:49:34.243089-10,131498000,0,235,3905,4516,108,540,14700
104,2013-07-05 10:49:38.724091-10,133895609,450,101132,4164,4574,327,1635,15700
102,2013-07-05 10:49:49.022097-10,131512800,0,235,3914,4506,108,540,15080
104,2013-07-05 10:49:53.537084-10,133910409,450,101132,4159,4535,327,1635,15800
102,2013-07-05 10:50:03.805109-10,131527600,0,235,3939,4506,107,535,14910
104,2013-07-05 10:50:08.349114-10,133925209,450,101141,4178,4545,328,1640,15370
102,2013-07-05 10:50:18.589116-10,131542400,0,235,3939,4506,107,535,14950
104,2013-07-05 10:50:23.166108-10,133940009,451,101135,4173,4780,327,1635,14750
102,2013-07-05 10:50:33.380129-10,131557200,0,235,3914,4506,108,540,14530
104,2013-07-05 10:50:37.97713-10,133954809,451,101134,4149,4897,328,1640,14520
102,2013-07-05 10:50:48.169122-10,131572000,0,235,3924,4535,107,535,14670
104,2013-07-05 10:50:52.792125-10,133969609,451,101136,4149,4995,328,1640,14200
102,2013-07-05 10:51:02.951151-10,131586800,0,235,3905,4516,108,540,14850
104,2013-07-05 10:51:07.613148-10,133984409,451,101135,4169,5014,327,1635,14080
102,2013-07-05 10:51:17.738162-10,131601600,0,235,3929,4545,108,540,14900
104,2013-07-05 10:51:22.418147-10,133999209,451,101141,4144,5092,327,1635,13860
102,2013-07-05 10:51:32.519165-10,131616400,0,235,3914,4535,108,540,14830
104,2013-07-05 10:51:37.23217-10,134014009,452,101141,4144,5112,326,1630,14460
102,2013-07-05 10:51:47.312173-10,131631200,0,235,3919,4545,107,535,14489
104,2013-07-05 10:51:52.04616-10,134028809,452,101143,4159,5102,326,1630,13139
102,2013-07-05 10:52:02.092183-10,131646000,0,235,3895,4535,107,535,15130
104,2013-07-05 10:52:06.862187-10,134043609,452,101134,4144,5171,326,1630,13580
102,2013-07-05 10:52:16.886182-10,131660800,0,235,3905,4535,108,540,15100
104,2013-07-05 10:52:21.673181-10,134058409,452,101140,4159,5190,328,1640,12860
102,2013-07-05 10:52:31.678203-10,131675600,0,235,3939,4525,108,540,14960
104,2013-07-05 10:52:36.485202-10,134073209,453,101137,4144,5259,325,1625,12900
102,2013-07-05 10:52:46.458202-10,131690400,0,235,3939,4545,107,535,14680
104,2013-07-05 10:52:51.301194-10,134088009,453,101138,4130,5288,328,1640,13230
102,2013-07-05 10:53:01.239216-10,131705200,0,235,3939,4506,108,540,14730
104,2013-07-05 10:53:06.118225-10,134102809,454,101141,4149,5317,328,1640,12200
102,2013-07-05 10:53:16.029216-10,131720000,0,235,3939,4506,107,535,15120
104,2013-07-05 10:53:20.921215-10,134117609,454,101146,4169,5288,328,1640,13770
102,2013-07-05 10:53:30.809244-10,131734800,0,235,3905,4535,108,540,14939
104,2013-07-05 10:53:35.745238-10,134132409,454,101140,4154,5249,328,1640,11970
102,2013-07-05 10:53:45.600235-10,131749600,0,235,3924,4535,107,535,14670
104,2013-07-05 10:53:50.55124-10,134147209,455,101135,4139,5366,325,1625,13560
102,2013-07-05 10:54:00.393249-10,131764400,0,235,3914,4506,108,540,14600
104,2013-07-05 10:54:05.361259-10,134162009,455,101143,4164,5356,327,1635,12280
102,2013-07-05 10:54:15.17125-10,131779200,0,235,3905,4535,107,535,14860
104,2013-07-05 10:54:20.180254-10,134176809,456,101133,4183,5347,325,1625,13920
102,2013-07-05 10:54:29.962291-10,131794000,0,235,3924,4516,107,535,14850
104,2013-07-05 10:54:34.988276-10,134191609,456,101138,4164,5327,328,1640,12780
102,2013-07-05 10:54:44.742269-10,131808800,0,235,3914,4545,108,540,15020
104,2013-07-05 10:54:49.800267-10,134206409,457,101134,4183,5288,328,1640,11350
102,2013-07-05 10:54:59.543304-10,131823600,0,235,3924,4525,107,535,14800
104,2013-07-05 10:55:04.6173-10,134221209,457,101136,4188,5415,327,1635,12180
102,2013-07-05 10:55:14.323294-10,131838400,0,235,3929,4516,107,535,14750
104,2013-07-05 10:55:19.42729-10,134236009,458,101139,4169,5415,327,1635,12340
102,2013-07-05 10:55:29.105326-10,131853200,0,235,3914,4525,107,535,14920
104,2013-07-05 10:55:34.240299-10,134250809,458,101136,4173,5415,327,1635,12310
102,2013-07-05 10:55:43.893318-10,131868000,0,235,3890,4506,107,535,14950
104,2013-07-05 10:55:49.053323-10,134265609,459,101132,4173,5415,327,1635,12400
102,2013-07-05 10:55:58.681316-10,131882800,0,235,3905,4516,107,535,14670
104,2013-07-05 10:56:03.865335-10,134280409,459,101133,4159,5415,327,1635,12440
102,2013-07-05 10:56:13.465334-10,131897600,0,235,3939,4506,107,535,14730
104,2013-07-05 10:56:18.681324-10,134295209,460,101133,4149,5415,327,1635,12170
102,2013-07-05 10:56:28.260363-10,131912400,0,235,3949,4506,107,535,14739
104,2013-07-05 10:56:33.492335-10,134310009,460,101130,4144,5415,327,1635,12220
102,2013-07-05 10:56:43.03135-10,131927200,0,235,3939,4506,107,535,14830
104,2013-07-05 10:56:48.308349-10,134324809,461,101124,4139,5415,327,1635,12330
102,2013-07-05 10:56:57.820353-10,131942000,0,235,3924,4516,107,535,14880
104,2013-07-05 10:57:03.119371-10,134339609,461,101128,4125,5415,327,1635,12550
102,2013-07-05 10:57:12.60437-10,131956800,0,235,3944,4516,107,535,15060
104,2013-07-05 10:57:17.935367-10,134354409,461,101130,4130,5415,327,1635,12510
102,2013-07-05 10:57:27.409402-10,131971600,0,235,3924,4525,107,535,14850
104,2013-07-05 10:57:32.747386-10,134369209,462,101122,4110,5415,327,1635,12380
102,2013-07-05 10:57:42.182392-10,131986400,0,235,3895,4516,107,535,14939
104,2013-07-05 10:57:47.563377-10,134384009,462,101122,4086,5405,327,1635,12310
102,2013-07-05 10:57:56.9664-10,132001200,0,235,3895,4535,107,535,14830
104,2013-07-05 10:58:02.372404-10,134398809,463,101128,4066,5405,327,1635,12360
102,2013-07-05 10:58:11.752427-10,132016000,0,235,3924,4506,107,535,14870
104,2013-07-05 10:58:17.192402-10,134413609,463,101129,4066,5405,327,1635,12470
102,2013-07-05 10:58:26.540411-10,132030800,0,235,3949,4506,107,535,14970
104,2013-07-05 10:58:32.002429-10,134428409,463,101126,4056,5405,327,1635,12740
102,2013-07-05 10:58:41.331434-10,132045600,0,235,3914,4506,107,535,14639
104,2013-07-05 10:58:46.811415-10,134443209,463,101128,4061,5405,327,1635,12690
102,2013-07-05 10:58:56.112435-10,132060400,0,235,3944,4516,106,530,14900
104,2013-07-05 10:59:01.627446-10,134458009,463,101131,4042,5405,327,1635,12430
102,2013-07-05 10:59:10.897463-10,132075200,0,235,3939,4506,107,535,14950
104,2013-07-05 10:59:16.444438-10,134472809,464,101125,4037,5405,327,1635,12350
102,2013-07-05 10:59:25.68744-10,132090000,0,235,3924,4525,107,535,15139
104,2013-07-05 10:59:31.253477-10,134487609,464,101129,4022,5405,327,1635,12430
102,2013-07-05 10:59:40.473472-10,132104800,0,235,3890,4506,107,535,14700
104,2013-07-05 10:59:46.067456-10,134502409,464,101132,4022,5405,327,1635,12770
102,2013-07-05 10:59:55.251455-10,132119600,0,235,3939,4535,107,535,14689
104,2013-07-05 11:00:00.876475-10,134517209,464,101130,4017,5405,327,1635,12730
102,2013-07-05 11:00:10.057519-10,132134400,0,235,3914,4535,107,535,14860
104,2013-07-05 11:00:15.702471-10,134532009,464,101135,4012,5405,327,1635,12550
102,2013-07-05 11:00:24.828501-10,132149200,0,235,3914,4525,107,535,15310
104,2013-07-05 11:00:30.503496-10,134546809,465,101125,4017,5405,327,1635,12460
102,2013-07-05 11:00:39.627502-10,132164000,0,235,3924,4525,107,535,14680
104,2013-07-05 11:00:45.318496-10,134561609,465,101126,4017,5405,327,1635,12500
102,2013-07-05 11:00:54.401522-10,132178800,0,235,3949,4545,107,535,14539
104,2013-07-05 11:01:00.131517-10,134576409,465,101133,4022,5405,327,1635,12590
102,2013-07-05 11:01:09.197547-10,132193600,0,235,3949,4506,107,535,15060
104,2013-07-05 11:01:14.940505-10,134591209,465,101131,4027,5405,327,1635,12850
102,2013-07-05 11:01:23.98156-10,132208400,0,235,3939,4525,107,535,15020
104,2013-07-05 11:01:29.757557-10,134606009,466,101128,4017,5405,327,1635,12830
102,2013-07-05 11:01:38.764555-10,132223200,0,235,3949,4525,107,535,14900
104,2013-07-05 11:01:44.568752-10,134620809,466,101129,4007,5405,327,1635,12560
102,2013-07-05 11:01:53.546534-10,132238000,0,235,3949,4535,107,535,14620
104,2013-07-05 11:01:59.384557-10,134635609,466,101138,4007,5395,327,1635,12470
102,2013-07-05 11:02:08.332559-10,132252800,0,235,3924,4535,107,535,14480
104,2013-07-05 11:02:14.19955-10,134650409,467,101135,4012,5405,327,1635,12480
102,2013-07-05 11:02:23.132557-10,132267600,0,235,3934,4535,107,535,15150
104,2013-07-05 11:02:29.012574-10,134665209,467,101127,4017,5405,327,1635,12730
102,2013-07-05 11:02:37.909591-10,132282400,0,235,3949,4506,107,535,15280
104,2013-07-05 11:02:43.823566-10,134680009,467,101130,4002,5405,327,1635,12700
102,2013-07-05 11:02:52.725587-10,132297200,0,235,3934,4525,107,535,14639
104,2013-07-05 11:02:58.635577-10,134694809,468,101131,3998,5405,327,1635,12650
102,2013-07-05 11:03:07.486596-10,132312000,0,235,3875,4506,107,535,15839
104,2013-07-05 11:03:13.44859-10,134709609,468,101131,3988,5395,327,1635,12490
102,2013-07-05 11:03:22.266591-10,132326800,0,235,3934,4516,107,535,14730
104,2013-07-05 11:03:28.260613-10,134724409,468,101132,3978,5395,327,1635,12630
102,2013-07-05 11:03:37.05461-10,132341600,0,235,3924,4545,107,535,15250
104,2013-07-05 11:03:43.071604-10,134739209,468,101136,3973,5405,327,1635,12770
102,2013-07-05 11:03:51.839606-10,132356400,0,235,3905,4535,107,535,14800
104,2013-07-05 11:03:57.88761-10,134754009,469,101132,3973,5405,327,1635,12930
102,2013-07-05 11:04:06.62763-10,132371200,0,235,3895,4506,107,535,14980
104,2013-07-05 11:04:12.70565-10,134768809,469,101126,3968,5395,327,1635,12720
102,2013-07-05 11:04:21.418626-10,132386000,0,235,3958,4506,107,535,14760
104,2013-07-05 11:04:27.521644-10,134783609,469,101129,3963,5395,327,1635,12820
102,2013-07-05 11:04:36.230649-10,132400800,0,235,3924,4525,107,535,14770
104,2013-07-05 11:04:42.336641-10,134798409,469,101134,3954,5395,327,1635,12650
102,2013-07-05 11:04:50.986645-10,132415600,0,235,3958,4525,107,535,14860
104,2013-07-05 11:04:57.139645-10,134813209,470,101135,3954,5395,327,1635,12550
102,2013-07-05 11:05:05.77466-10,132430400,0,235,3944,4545,107,535,14810
104,2013-07-05 11:05:11.951658-10,134828009,470,101128,3954,5395,327,1635,12850
102,2013-07-05 11:05:20.565685-10,132445200,0,235,3929,4545,107,535,14739
104,2013-07-05 11:05:26.763666-10,134842809,470,101129,3958,5405,327,1635,12930
102,2013-07-05 11:05:35.343679-10,132460000,0,235,3924,4525,106,530,14760
104,2013-07-05 11:05:41.579689-10,134857609,470,101128,3954,5395,327,1635,12760
102,2013-07-05 11:05:50.132681-10,132474800,0,235,3924,4545,107,535,14930
104,2013-07-05 11:05:56.391686-10,134872409,470,101117,3954,5395,327,1635,12760
102,2013-07-05 11:06:04.916698-10,132489600,0,235,3895,4516,107,535,14800
104,2013-07-05 11:06:11.206709-10,134887209,471,101122,3949,5395,327,1635,12630
102,2013-07-05 11:06:19.707706-10,132504400,0,235,3895,4516,106,530,14650
104,2013-07-05 11:06:26.021731-10,134902009,471,101127,3954,5395,327,1635,12810
102,2013-07-05 11:06:34.493742-10,132519200,0,235,3939,4545,107,535,14930
104,2013-07-05 11:06:40.832719-10,134916809,471,101123,3944,5395,327,1635,12700
102,2013-07-05 11:06:49.281746-10,132534000,0,235,3934,4545,107,535,14910
104,2013-07-05 11:06:55.650724-10,134931609,471,101124,3949,5395,327,1635,12790
102,2013-07-05 11:07:04.061766-10,132548800,0,235,3949,4525,107,535,15120
104,2013-07-05 11:07:10.462742-10,134946409,471,101130,3949,5395,327,1635,12760
102,2013-07-05 11:07:18.852735-10,132563600,0,235,3890,4516,107,535,14830
104,2013-07-05 11:07:25.268735-10,134961209,472,101126,3949,5395,327,1635,12760
102,2013-07-05 11:07:33.637782-10,132578400,0,235,3954,4506,107,535,14739
104,2013-07-05 11:07:40.084763-10,134976009,472,101125,3958,5395,327,1635,12790
102,2013-07-05 11:07:48.422748-10,132593200,0,235,3954,4506,106,530,14889
104,2013-07-05 11:07:54.893788-10,134990809,472,101126,3963,5395,327,1635,12740
102,2013-07-05 11:08:03.205806-10,132608000,0,235,3968,4506,106,530,14680
104,2013-07-05 11:08:09.70878-10,135005609,472,101129,3963,5395,327,1635,12610
102,2013-07-05 11:08:18.001796-10,132622800,0,235,3958,4516,106,530,14930
104,2013-07-05 11:08:24.520777-10,135020409,473,101127,3968,5395,327,1635,12750
102,2013-07-05 11:08:32.790794-10,132637600,0,235,3934,4545,107,535,15239
